time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-04-08 18:28:10,39.1016857166637,-96.5962244142984,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1112.3829794939,0.656168,0,0,0,17,5,0,1112.3829794939,0,0,0,0,0,0,256.4, -1.8, 1.5,0,0,364,364,364,1637,-100,-100,-100,93,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution."
100,2024-04-08 18:28:10,39.1016855561421,-96.5962244347916,0,,,1112.3829794939,0.656168,0,0.058853020256,0.058853020256,17,5,0,1112.3829794939,0,0,0.058853020256,0,0,0,256.4, -1.8, 1.5,0,0,364,364,364,1640,-100,-100,-100,93,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
200,2024-04-08 18:28:10,39.1016855403882,-96.5962244274996,0,,,1112.3829794939,0.656168,0,0.06442257424,0.064960303916,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,364,364,364,1642,-100,-100,-100,94,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
300,2024-04-08 18:28:11,39.1016855671737,-96.5962244433206,0,,,1112.3829794939,0.656168,0,0.055156825912,0.075710632344,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,364,364,364,1641,-100,-100,-100,93,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 34. Setting new Maximum Flight Altitude to 61m (200 ft)"
400,2024-04-08 18:28:11,39.1016855536728,-96.596224437196,0,,,1112.3829794939,0.656168,0,0.05981955572,0.080932745372,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,364,364,364,1640,-100,-100,-100,93,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
500,2024-04-08 18:28:11,39.101685742532,-96.5962244494404,0,,,1112.3829794939,0.656168,0,0.0137141080504,0.149925201648,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,1039,1024,1024,1024,2,0,0,0,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
600,2024-04-08 18:28:11,39.1016857462654,-96.5962244448681,0,,,1112.3829794939,0.656168,0,0.0138404860072,0.151804138716,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
700,2024-04-08 18:28:11,39.1016857422193,-96.5962244545073,0,,,1112.3829794939,0.656168,0,0.01471538761,0.154907157188,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.3, -1.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
800,2024-04-08 18:28:11,39.1016857462414,-96.5962244514653,0,,,1112.3829794939,0.656168,0,0.0150729007448,0.156608600812,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
900,2024-04-08 18:28:11,39.1016857413638,-96.5962242922311,0,,,1112.3829794939,0.656168,0,0.03571686466,0.201728352912,17,5,0,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,93.74,1112.3829794939,0,41,Motors_Started,
1000,2024-04-08 18:28:11,39.1016857442298,-96.5962242752193,0,,,1112.3829794939,0.656168,0,0.040642061668,0.206657158844,17,5,25.152,1112.3829794939,0,0,0.06442257424,0,0,0,256.4, -1.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0.646,93.74,1112.3829794939,0,41,Motors_Started,
1100,2024-04-08 18:28:11,39.1016857364508,-96.5962243005628,0,,,1112.3829794939,0.656168,0,0.033001641476,0.21437336644,17,5,25.152,1112.3829794939,0,0,0.06442257424,0,0,0,256.2, -1.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0.646,93.74,1112.3829794939,0,41,Motors_Started,
1200,2024-04-08 18:28:11,39.1016857393597,-96.5962242892085,0,,,1112.3829794939,0.656168,0,0.036372376492,0.217758865236,17,5,25.152,1112.3829794939,0,0,0.06442257424,0,0,0,256.1, -1.9, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0.646,93.74,1112.3829794939,0,41,Motors_Started,
1300,2024-04-08 18:28:12,39.1016857291617,-96.5962243074794,0,,,1112.3829794939,0.656168,0,0.0305858277504,0.224131240768,17,5,25.152,1112.3829794939,0,0,0.06442257424,0,0,0,256, -1.8, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0.646,93.74,1112.3829794939,0,41,Motors_Started,
