time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-04-10 14:53:24,39.0947088971344,-96.5547292776957,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1433.523929731,0.328084,0,0,0,21,5,0,1433.523929731,0,0,0,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution."
100,2024-04-10 14:53:24,39.0947088835254,-96.5547292531882,0,,,1433.523929731,0.328084,0,0.0085329399056,0.0085329399056,21,5,0,1433.523929731,0,0,0.0085329399056,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
200,2024-04-10 14:53:24,39.094708920802,-96.5547291420609,0,,,1433.523929731,0.328084,0,0.03936515874,0.04281332158,21,5,0,1433.523929731,0,0,0.03936515874,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
300,2024-04-10 14:53:24,39.0947089126184,-96.5547291100616,0,,,1433.523929731,0.328084,0,0.047802494968,0.052353348132,21,5,0,1433.523929731,0,0,0.047802494968,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
400,2024-04-10 14:53:25,39.0947087790722,-96.5547291768073,0,,,1433.523929731,0.328084,0,0.051687009528,0.104614832744,21,5,0,1433.523929731,0,0,0.051687009528,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
500,2024-04-10 14:53:25,39.094708761452,-96.5547291531902,0,,,1433.523929731,0.656168,0,0.060774608244,0.11389107976,21,5,0,1433.523929731,0,0,0.060774608244,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
600,2024-04-10 14:53:25,39.0947088057874,-96.554729205559,0,,,1433.523929731,0.328084,0,0.03908956818,0.135835306184,21,5,0,1433.523929731,0,0,0.060774608244,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,"Infrared sensors blocked"
700,2024-04-10 14:53:25,39.0947087941534,-96.5547291893195,0,,,1433.523929731,0.656168,0,0.045143374148,0.142093508484,21,5,0,1433.523929731,0,0,0.060774608244,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
800,2024-04-10 14:53:25,39.0947088274154,-96.5547290693552,0,,,1433.523929731,0.328084,0,0.064244096544,0.178165360032,21,5,0,1433.523929731,0,0,0.064244096544,0,0,0,209.6, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 42. Setting new Maximum Flight Altitude to 122m (400 ft)"
900,2024-04-10 14:53:25,39.0947088203312,-96.5547290456026,0,,,1433.523929731,0.656168,0,0.071444228008,0.18537074084,21,5,0,1433.523929731,0,0,0.071444228008,0,0,0,209.5, 2.9, -0.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,69.44,1433.523929731,0,41,Motors_Started,
