time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-04-10 20:52:25,39.0995060694823,-96.6140573736682,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1180.8802264365,0.656168,0,0,0,25,5,0,1180.8802264365,0,0,0,0,0,0,4.8, -2, 4,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,"GEO: You are in a Warning Zone (Airport). Fly with caution."
100,2024-04-10 20:52:26,39.0995060493921,-96.6140573748386,0,,,1180.8802264365,0.656168,0,0.0073373690012,0.0073373690012,25,5,0,1180.8802264365,0,0,0.0073373690012,0,0,0,4.8, -2, 4,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
200,2024-04-10 20:52:26,39.099506084039,-96.6140573749732,0,,,1180.8802264365,0.656168,0,0.0053238518764,0.019978347096,25,5,0,1180.8802264365,0,0,0.0073373690012,0,0,0,4.7, -2, 4,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
300,2024-04-10 20:52:26,39.0995060684109,-96.6140573766253,0,,,1180.8802264365,0.656168,0,0.00092403874348,0.0256993774628,25,5,0,1180.8802264365,0,0,0.0073373690012,0,0,0,4.7, -2, 4,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
400,2024-04-10 20:52:26,39.0995060983184,-96.6140573761271,0,,,1180.8802264365,0.656168,0,0.0105438323584,0.036611877812,25,5,0,1180.8802264365,0,0,0.0105438323584,0,0,0,4.7, -2, 4,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
500,2024-04-10 20:52:26,39.0995060866207,-96.6140573783957,0,,,1180.8802264365,0.656168,0,0.0063946196272,0.040927822832,25,5,0,1180.8802264365,0,0,0.0105438323584,0,0,0,4.7, -2, 4,0,0,871,1024,1024,1024,-23,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
600,2024-04-10 20:52:26,39.0995061109042,-96.6140573800287,0,,,1180.8802264365,0.656168,0,0.0152197183348,0.04979987036,25,5,0,1180.8802264365,0,0,0.0152197183348,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,"Setting new Return-To-Home altitude to 120m (394 ft). Data Recorder File Index is 49. Setting new Maximum Flight Altitude to 122m (400 ft)"
700,2024-04-10 20:52:26,39.0995061027109,-96.6140573837925,0,,,1180.8802264365,0.656168,0,0.0124577431808,0.052973426892,25,5,0,1180.8802264365,0,0,0.0152197183348,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
800,2024-04-10 20:52:26,39.0995061221896,-96.6140572317399,0,,,1180.8802264365,0.656168,0,0.044549870192,0.096608598892,25,5,0,1180.8802264365,0,0,0.044549870192,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
900,2024-04-10 20:52:26,39.0995061175524,-96.614057221493,0,,,1180.8802264365,0.656168,0,0.046520014612,0.0999671948,25,5,0,1180.8802264365,0,0,0.046520014612,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
1000,2024-04-10 20:52:26,39.0995059811006,-96.6140572405876,0,,,1180.8802264365,0.656168,0,0.04959481786,0.15004429614,25,5,0,1180.8802264365,0,0,0.04959481786,0,0,0,4.5, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
1100,2024-04-10 20:52:27,39.0995059654527,-96.6140572326682,0,,,1180.8802264365,0.656168,0,0.055085631684,0.15617782652,25,5,0,1180.8802264365,0,0,0.055085631684,0,0,0,4.5, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
1200,2024-04-10 20:52:27,39.0995059937668,-96.614057251041,0,,,1180.8802264365,0.656168,0,0.044369752076,0.167744099856,25,5,0,1180.8802264365,0,0,0.055085631684,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,0,102.2,1180.8802264365,0,41,Motors_Started,
1300,2024-04-10 20:52:27,39.0995059822282,-96.6140572423876,0,,,1180.8802264365,0.656168,0,0.048939962196,0.172615163004,25,5,24.78,1180.8802264365,0,0,0.055085631684,0,0,0,4.8, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1400,2024-04-10 20:52:27,39.0995060061717,-96.6140572529921,0,,,1180.8802264365,0.656168,0,0.041243767724,0.181852368024,25,5,24.78,1180.8802264365,0,0,0.055085631684,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1500,2024-04-10 20:52:27,39.0995060007523,-96.6140572448625,0,,,1180.8802264365,0.656168,0,0.044259515852,0.184887145024,25,5,24.78,1180.8802264365,0,0,0.055085631684,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1600,2024-04-10 20:52:27,39.0995060308953,-96.6140572424359,0,,,1180.8802264365,0.656168,0,0.039734909408,0.195906174248,25,5,24.78,1180.8802264365,0,0,0.055085631684,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1700,2024-04-10 20:52:27,39.0995060289748,-96.6140572376886,0,,,1180.8802264365,0.656168,0,0.041240814968,0.197421922328,25,5,24.78,1180.8802264365,0,0,0.055085631684,0,0,0,4.7, -2, 4,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1800,2024-04-10 20:52:27,39.0995058908091,-96.6140572632985,0,,,1180.8802264365,0.656168,0,0.072292325148,0.248350401648,25,5,24.78,1180.8802264365,0,0,0.072292325148,0,0,0,4.7, -1.9, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
1900,2024-04-10 20:52:27,39.0995058766079,-96.6140572635507,0,,,1180.8802264365,0.656168,0,0.076967850232,0.253532160344,25,5,24.78,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,41,Motors_Started,
2000,2024-04-10 20:52:27,39.0995059048625,-96.6140572734096,0,,,1180.8802264365,0.656168,0,0.06643208874,0.264212278796,25,5,24.78,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2100,2024-04-10 20:52:28,39.099505895132,-96.6140572729291,0,,,1180.8802264365,0.656168,0,0.069713912992,0.267765100432,25,5,24.78,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2200,2024-04-10 20:52:28,39.0995059185717,-96.6140572726659,0,,,1180.8802264365,0.656168,0,0.062043637156,0.27631726606,25,5,24.78,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,1.704,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2300,2024-04-10 20:52:28,39.099505911923,-96.6140572746176,0,,,1180.8802264365,0.656168,0,0.063961944304,0.278805127032,25,5,24.774,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,3.036,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2400,2024-04-10 20:52:28,39.0995059250625,-96.6140572821293,0,,,1180.8802264365,0.656168,0,0.058721130488,0.284049877856,25,5,24.774,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,3.036,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2500,2024-04-10 20:52:28,39.0995059212734,-96.6140572864405,0,,,1180.8802264365,0.656168,0,0.05944718038,0.28589403802,25,5,24.774,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,3.036,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2600,2024-04-10 20:52:28,39.0995059313412,-96.6140572934528,0,,,1180.8802264365,0.656168,0,0.055281825916,0.290069563088,25,5,24.774,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,3.036,102.2,1180.8802264365,0,10,Assisted_Takeoff,
2700,2024-04-10 20:52:28,39.0995059305766,-96.6140573011866,0,,,1180.8802264365,0.656168,0,0.054677167104,0.29227691224,25,5,24.774,1180.8802264365,0,0,0.076967850232,0,0,0,4.7, -2, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,92,,,,,,,3.036,102.2,1180.8802264365,0,10,Assisted_Takeoff,
