time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2024-04-08 16:05:44,39.1036569870149,-96.6051091208151,0,Available with any HD 360 subscription,Available with any HD 360 subscription,1086.3459176371,0.656168,0,0,0,18,5,0,1086.3459176371,0,0,0,0,0,0,20.1, -0.8, -0.7,0,0,364,364,364,1680,-100,-100,-100,99,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,"Your aircraft is flying in an Altitude Zone (1640ft). Please fly with caution."
100,2024-04-08 16:05:44,39.103656960501,-96.6051091243663,0,,,1086.3459176371,0.656168,0,0.0097256892876,0.0097256892876,18,5,0,1086.3459176371,0,0,0.0097256892876,0,0,0,20.1, -0.8, -0.7,0,0,364,364,364,1680,-100,-100,-100,99,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
200,2024-04-08 16:05:45,39.1036570036138,-96.6051091295255,0,,,1086.3459176371,0.656168,0,0.0065389765872,0.0255230323128,18,5,0,1086.3459176371,0,0,0.0097256892876,0,0,0,20.1, -0.8, -0.7,0,0,364,364,364,1674,-100,-100,-100,98,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
300,2024-04-08 16:05:45,39.1036569812418,-96.6051091360429,0,,,1086.3459176371,0.656168,0,0.0047983597336,0.033891405284,18,5,0,1086.3459176371,0,0,0.0097256892876,0,0,0,20.1, -0.8, -0.7,0,0,364,364,364,1669,-100,-100,-100,98,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
400,2024-04-08 16:05:45,39.1036570203355,-96.6051091389861,0,,,1086.3459176371,0.656168,0,0.0132007550156,0.0481791354,18,5,0,1086.3459176371,0,0,0.0132007550156,0,0,0,20.1, -0.8, -0.7,0,0,364,364,364,1669,-100,-100,-100,98,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
500,2024-04-08 16:05:45,39.1036570034312,-96.605109146922,0,,,1086.3459176371,0.656168,0,0.0095135829816,0.054743111988,18,5,0,1086.3459176371,0,0,0.0132007550156,0,0,0,20.1, -0.8, -0.7,0,0,573,700,621,1128,-68,-49,-61,16,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
600,2024-04-08 16:05:45,39.1036570349807,-96.605109144651,0,,,1086.3459176371,0.656168,0,0.018756398238,0.066271983748,18,5,0,1086.3459176371,0,0,0.018756398238,0,0,0,20, -0.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
700,2024-04-08 16:05:45,39.1036570222095,-96.6051091542078,0,,,1086.3459176371,0.656168,0,0.0159457682268,0.07166010728,18,5,0,1086.3459176371,0,0,0.018756398238,0,0,0,20.1, -0.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
800,2024-04-08 16:05:45,39.1036568952473,-96.6051091479885,0,,,1086.3459176371,0.656168,0,0.034354003724,0.118015423724,18,5,0,1086.3459176371,0,0,0.034354003724,0,0,0,20.1, -0.9, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 31. Setting new Maximum Flight Altitude to 61m (200 ft)"
900,2024-04-08 16:05:45,39.1036568718377,-96.605109158575,0,,,1086.3459176371,0.656168,0,0.043360893776,0.127067261284,18,5,0,1086.3459176371,0,0,0.043360893776,0,0,0,20.1, -0.8, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,71.42,1086.3459176371,0,41,Motors_Started,
