"Project","Sampler","SampleType","StainType","StainDate","DateCounted","Who","SlideID","Sample","SlideRep","SporesCounted","FOV","TotalSpores","CellsPerClump","Mycelia","Notes","Sample_num","Volume_L","RepVolume_L","Unit","Day","LB_Batch","RepVolume_m3","TotalSpores_LB","TotalSpores_LBcorr","TotalSpores.filter_LBcorr","TotalSpores_LBcorr_m3","log_volume_offset_m3","MeanPM2.5_ug.m3","MedianPM2.5_ug.m3","MaxPM2.5_ug.m3","MeanPM1.0ug.m3","MedianPM1.0_ug.m3","MaxPM1.0_ug.m3","MeanPM10_ug.m3","MedianPM10_ug.m3","MaxPM10_ug.m3","MeanTemp_C","MedianTemp_C","MaxTemp_C","MinTemp_C","MeanRH","MedianRH","MinRH","MaxRH","MeanMR","MedianMR","MaxMR","MinMR","SmokeLevel","SmokeLevel2","MeanCO2_CO_mg.m3","Median_deltaCO2_CO_mg.m3","Mean_deltaCO2_mg.m3","Median_deltaCO_mg.m3","Mean_deltaCO2_ppm","Median_deltaCO2_ppm","Mean_deltaCO_ppm","Median_deltaCO_ppm","MeanMCE","MedianMCE","bcorr_TC_mg.m3","ALL_carbon_mg.m3","biomass_mg","biomass_g","biomass_kg","TC.Gas_C","presence"
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,4,5,NA,0,"",8,160.5,80.25,"K2A","2","D",0.08025,0.3,4.7,339.575,58.5669781931464,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,5,2,NA,0,"",8,160.5,80.25,"K2A","2","D",0.08025,0.3,1.7,122.825,21.183800623053,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,6,13,NA,4,".25,.25,.25,.125",8,160.5,80.25,"K2A","2","D",0.08025,0.3,12.7,917.575,158.255451713396,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,7,8,NA,0,"",8,160.5,80.25,"K2A","2","D",0.08025,0.3,7.7,556.325,95.9501557632399,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,8,2,NA,1,"0.125",8,160.5,80.25,"K2A","2","D",0.08025,0.3,1.7,122.825,21.183800623053,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,9,6,NA,0,"",8,160.5,80.25,"K2A","2","D",0.08025,0.3,5.7,411.825,71.0280373831776,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","8A_B","8A","B",TRUE,10,8,NA,1,"0.5",8,160.5,80.25,"K2A","2","D",0.08025,0.3,7.7,556.325,95.9501557632399,-2.52260851697201,1553.63412873965,1428.8528643125,5937.3893195316,240.226237623762,274.935,390.57,1224.54356435644,1166,4325.355,24.7457627118644,25,28.8888888888889,21.6666666666667,21.0593220338983,21,19,23,4.29266275657982,4.3017219819065,5.4557776868215,3.66621610708069,"High","High",82.8378811349006,63.97835327,293.068688508399,4.481362624,162.295445109141,224.5487142,5.799889764843,4.481362624,0.956386792687458,0.968442092435327,1.81904753404269,84.6569286689433,169.313857337887,0.169313857337887,0.000169313857337887,0.0219591267801791,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,1,2,NA,0,"",9,160.5,80.25,"K2A","2","D",0.08025,0.3,1.7,122.825,21.183800623053,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,2,4,NA,1,"0.03125",9,160.5,80.25,"K2A","2","D",0.08025,0.3,3.7,267.325,46.1059190031153,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,3,1,NA,0,"",9,160.5,80.25,"K2A","2","D",0.08025,0.3,0.7,50.575,8.72274143302181,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,4,2,NA,1,"0.03125",9,160.5,80.25,"K2A","2","D",0.08025,0.3,1.7,122.825,21.183800623053,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,5,1,NA,0,"",9,160.5,80.25,"K2A","2","D",0.08025,0.3,0.7,50.575,8.72274143302181,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,6,9,NA,0,"",9,160.5,80.25,"K2A","2","D",0.08025,0.3,8.7,628.575,108.411214953271,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,7,1,NA,3,".125,.125,.06125",9,160.5,80.25,"K2A","2","D",0.08025,0.3,0.7,50.575,8.72274143302181,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,8,2,NA,3,".06125,.06125,.3",9,160.5,80.25,"K2A","2","D",0.08025,0.3,1.7,122.825,21.183800623053,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",TRUE,9,1,NA,2,".5,.75",9,160.5,80.25,"K2A","2","D",0.08025,0.3,0.7,50.575,8.72274143302181,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","9A_B","9A","B",FALSE,10,0,NA,2,".3,.03125",9,160.5,80.25,"K2A","2","D",0.08025,0.3,0,0,0,-2.52260851697201,1256.47337713484,687.5955816997,5524.35814976,217.445,234.4925,407.335,1071.10798913043,668.2325,5724.665,23.0721747388414,23.3333333333333,26.1111111111111,21.1111111111111,22.8220338983051,23,20,25,4.18294642272618,4.13455011240909,5.04745010446087,2.88330086679372,"Moderate","High",102.663887287997,55.99927853,363.233624158432,4.307790825,201.151351280264,195.4132978,6.43406417665957,4.307790825,0.946405686134824,0.96452172857645,1.78111289643911,104.445000184436,208.890000368872,0.208890000368872,0.000208890000368872,0.0173489719071581,FALSE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,1,3,NA,0,"",6,153.7,76.85,"K20A","2","D",0.07685,0.3,2.7,195.075,35.1333767078725,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,2,3,NA,0,"",6,153.7,76.85,"K20A","2","D",0.07685,0.3,2.7,195.075,35.1333767078725,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,3,2,NA,1,"0.25",6,153.7,76.85,"K20A","2","D",0.07685,0.3,1.7,122.825,22.121014964216,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,4,3,NA,0,"",6,153.7,76.85,"K20A","2","D",0.07685,0.3,2.7,195.075,35.1333767078725,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,5,2,NA,2,".25,.125",6,153.7,76.85,"K20A","2","D",0.07685,0.3,1.7,122.825,22.121014964216,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,6,1,NA,1,"0.06125",6,153.7,76.85,"K20A","2","D",0.07685,0.3,0.7,50.575,9.10865322055953,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,7,2,NA,2,".25,.06125",6,153.7,76.85,"K20A","2","D",0.07685,0.3,1.7,122.825,22.121014964216,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,8,2,NA,2,".3,.3",6,153.7,76.85,"K20A","2","D",0.07685,0.3,1.7,122.825,22.121014964216,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",FALSE,9,0,NA,3,".25,.06125,.25",6,153.7,76.85,"K20A","2","D",0.07685,0.3,0,0,0,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,FALSE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","6A_B","6A","B",TRUE,10,5,NA,0,"",6,153.7,76.85,"K20A","2","D",0.07685,0.3,4.7,339.575,61.1581001951854,-2.56589980899753,854.784296080294,622.0134316269,4933.4755801716,224.240157894737,268.355,411,713.546526315789,608.5,2999.445,22.1939736346516,21.9444444444444,28.8888888888889,17.7777777777778,24.7118644067797,25,20,28,4.2643363273576,4.11671790731403,6.35251314682969,3.37215791871653,"Moderate","High",107.258762038198,94.137384815,377.559168942824,7.301904356,209.084544959353,330.78998,8.68620644043279,7.301904356,0.958983297186281,0.963127214295994,1.21659483864619,108.475356876844,216.950713753689,0.216950713753689,0.000216950713753689,0.0113426149577684,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,1,2,NA,5,".125,.125,.125,.125,.06125",7,160.3,80.15,"K20A","2","D",0.08015,0.3,1.7,122.825,21.2102308172177,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,2,2,NA,1,"0.03125",7,160.3,80.15,"K20A","2","D",0.08015,0.3,1.7,122.825,21.2102308172177,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,3,1,NA,1,"0.25",7,160.3,80.15,"K20A","2","D",0.08015,0.3,0.7,50.575,8.73362445414847,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",FALSE,4,0,NA,3,".25,.03125,.3",7,160.3,80.15,"K20A","2","D",0.08015,0.3,0,0,0,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,5,6,NA,0,"",7,160.3,80.15,"K20A","2","D",0.08015,0.3,5.7,411.825,71.1166562694947,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,6,2,NA,4,".25,.25,.125,.2",7,160.3,80.15,"K20A","2","D",0.08015,0.3,1.7,122.825,21.2102308172177,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,7,1,NA,4,".5,.25,.125,.3",7,160.3,80.15,"K20A","2","D",0.08015,0.3,0.7,50.575,8.73362445414847,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,8,4,NA,1,"0.75",7,160.3,80.15,"K20A","2","D",0.08015,0.3,3.7,267.325,46.1634435433562,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,9,1,NA,4,".5,.3,.03125,.03125",7,160.3,80.15,"K20A","2","D",0.08015,0.3,0.7,50.575,8.73362445414847,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Konza4","Bu","Smoke","CW/KOH",20241119,"12/3/2024","Lampman","7A_B","7A","B",TRUE,10,7,NA,7,".5,.5,.5,.5,.5,.5,.25",7,160.3,80.15,"K20A","2","D",0.08015,0.3,6.7,484.075,83.5932626325639,-2.52385539992658,1076.21141261058,1046.72443675345,4169.5790728941,219.52375,257.2375,379.54,873.097336956522,908.375,3326.415,21.7231638418079,21.6666666666667,25.5555555555556,18.8888888888889,22.728813559322,23,21,24,3.81970746671763,3.7812522810594,4.8147971917665,3.22016166799088,"High","High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
