time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-09 18:18:36,0,0,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1637,-100,-100,-100,93,0,0,0,99,,,,,,,0,32,9819.9385934375,0,6,P-GPS,
100,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1639,-100,-100,-100,93,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
200,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1641,-100,-100,-100,93,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
300,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1642,-100,-100,-100,94,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
400,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1646,-100,-100,-100,94,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
500,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,364,364,364,1649,-100,-100,-100,95,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
600,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9, 0.2,0,0,364,364,367,1623,-100,-100,-100,91,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
700,2023-10-09 18:18:36,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.3, 9.1, 0.2,0,0,924,933,1024,1024,-15,-14,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,"Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 17. Setting new Maximum Flight Altitude to 120m (394 ft)"
800,2023-10-09 18:18:37,0,0,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.3, 9, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
900,2023-10-09 18:18:37,38.4981183773817,-112.064416847189,0,,,9819.9385934375,0.656168,0,0,0,15,2,0,9819.9385934375,0,0,0,0,0,0,318.4, 9.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
1000,2023-10-09 18:18:37,38.4981183772664,-112.064416844939,0,,,9819.9385934375,0.656168,0,0.00064378939068,0.00064378939068,15,2,0,9819.9385934375,0,0,0.00064378939068,0,0,0,318.4, 9.2, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
1100,2023-10-09 18:18:37,38.4981182138392,-112.064416842854,0,,,9819.9385934375,0.656168,0,0.059681104272,0.060272967808,15,2,0,9819.9385934375,0,0,0.059681104272,0,0,0,318.2, 9.1, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
1200,2023-10-09 18:18:37,38.4981181958321,-112.064416840683,0,,,9819.9385934375,0.656168,0,0.066264437816,0.066872049384,15,2,0,9819.9385934375,0,0,0.066264437816,0,0,0,318.2, 9, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
1300,2023-10-09 18:18:37,38.4981182329393,-112.064416691634,0,,,9819.9385934375,0.656168,0,0.068921590132,0.111533468136,15,2,0,9819.9385934375,0,0,0.068921590132,0,0,0,318.2, 9, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
1400,2023-10-09 18:18:37,38.4981182178861,-112.06441667267,0,,,9819.9385934375,0.656168,0,0.076612863344,0.119246066808,15,2,0,9819.9385934375,0,0,0.076612863344,0,0,0,318.6, 9.1, 0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9819.9385934375,0,41,Motors_Started,
