time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-10 00:18:45,38.498136126995,-112.064416687198,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9820.1364369478,0.656168,0,0,0,15,5,0,9820.1364369478,0,0,0,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
100,2023-10-10 00:18:46,38.4981361206535,-112.064416688236,0,,,9820.1364369478,0.656168,0,0.00233260834236,0.00233260834236,15,5,0,9820.1364369478,0,0,0.00233260834236,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
200,2023-10-10 00:18:46,38.4981361269163,-112.064416528811,0,,,9820.1364369478,0.656168,0,0.045225723232,0.047912075024,15,5,0,9820.1364369478,0,0,0.045225723232,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
300,2023-10-10 00:18:46,38.4981361208974,-112.064416516052,0,,,9820.1364369478,0.656168,0,0.048919949072,0.052166340252,15,5,0,9820.1364369478,0,0,0.048919949072,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
400,2023-10-10 00:18:46,38.4981362905691,-112.0644165394,0,,,9820.1364369478,0.656168,0,0.073094162444,0.114428809436,15,5,0,9820.1364369478,0,0,0.073094162444,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
500,2023-10-10 00:18:46,38.4981362995221,-112.064416528694,0,,,9820.1364369478,0.656168,0,0.077528217704,0.11890256286,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,"Setting new Return-To-Home altitude to 122m (400 ft). Data Recorder File Index is 21. Setting new Maximum Flight Altitude to 244m (801 ft)"
600,2023-10-10 00:18:46,38.4981361198877,-112.064416548364,0,,,9820.1364369478,0.656168,0,0.039727363476,0.184682092524,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.9, -0.7, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
700,2023-10-10 00:18:46,38.4981361130449,-112.064416540107,0,,,9820.1364369478,0.656168,0,0.042307744136,0.188116147752,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.8, -0.7, 1.6,0,0,364,367,364,1684,-100,-100,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
800,2023-10-10 00:18:46,38.498136121161,-112.064416556827,0,,,9820.1364369478,0.656168,0,0.037287074684,0.193734258168,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.8, -0.7, 1.6,0,0,364,372,364,1684,-100,-99,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
900,2023-10-10 00:18:46,38.4981361150097,-112.064416548801,0,,,9820.1364369478,0.656168,0,0.039759187624,0.196941607352,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.8, -0.7, 1.6,0,0,364,395,364,1683,-100,-95,-100,100,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1000,2023-10-10 00:18:46,38.4981362887296,-112.064416560395,0,,,9820.1364369478,0.656168,0,0.069231629512,0.260409785236,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.8, -0.7, 1.6,0,0,826,863,540,1500,-30,-24,-73,72,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1100,2023-10-10 00:18:47,38.498136297393,-112.064416553885,0,,,9820.1364369478,0.656168,0,0.072897968212,0.264076780104,15,5,0,9820.1364369478,0,0,0.077528217704,0,0,0,332.8, -0.8, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1200,2023-10-10 00:18:47,38.4981362827604,-112.064416401288,0,,,9820.1364369478,0.656168,0,0.099472116044,0.307975075472,15,5,0,9820.1364369478,0,0,0.099472116044,0,0,0,332.8, -0.7, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1300,2023-10-10 00:18:47,38.4981362910009,-112.064416380437,0,,,9820.1364369478,0.656168,0,0.106080383972,0.314645023192,15,5,0,9820.1364369478,0,0,0.106080383972,0,0,0,332.7, -0.7, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1400,2023-10-10 00:18:47,38.4981362812925,-112.064416414418,0,,,9820.1364369478,0.656168,0,0.096104333784,0.324974091764,15,5,0,9820.1364369478,0,0,0.106080383972,0,0,0,332.8, -0.7, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
1500,2023-10-10 00:18:47,38.4981362869897,-112.064416396613,0,,,9820.1364369478,0.656168,0,0.101450462564,0.33046588984,15,5,0,9820.1364369478,0,0,0.106080383972,0,0,0,332.8, -0.7, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.825,3.834,3.847,3.852,3.854,3.856,0,32,9820.1364369478,0,41,Motors_Started,
