time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-09 21:19:05,38.4981520393357,-112.064407573714,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9820.0539356328,0.656168,0,0,0,17,5,0,9820.0539356328,0,0,0,0,0,0,329, 6.7, -0.9,0,0,364,392,364,1684,-100,-96,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
100,2023-10-09 21:19:06,38.4981520737917,-112.064407509381,0,,,9820.0539356328,0.656168,0,0.0222594823396,0.0222594823396,17,5,0,9820.0539356328,0,0,0.0222594823396,0,0,0,329, 6.7, -0.9,0,0,364,393,364,1684,-100,-96,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
200,2023-10-09 21:19:06,38.4981520597674,-112.064407531087,0,,,9820.0539356328,0.656168,0,0.0142731631864,0.030296588896,17,5,0,9820.0539356328,0,0,0.0222594823396,0,0,0,329, 6.7, -0.8,0,0,364,402,364,1684,-100,-94,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
300,2023-10-09 21:19:06,38.4981520869807,-112.064407480162,0,,,9820.0539356328,0.656168,0,0.031871064012,0.047904201008,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.8,0,0,364,404,364,1684,-100,-94,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
400,2023-10-09 21:19:06,38.498152076208,-112.064407496755,0,,,9820.0539356328,0.656168,0,0.0257660113232,0.0540600411,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.9,0,0,364,404,364,1684,-100,-94,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,"Setting new Return-To-Home altitude to 122m (400 ft). Data Recorder File Index is 20. Setting new Maximum Flight Altitude to 244m (801 ft)"
500,2023-10-09 21:19:06,38.498152100392,-112.064407617533,0,,,9820.0539356328,0.656168,0,0.0255496399252,0.089658139352,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.8,0,0,364,406,364,1684,-100,-94,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
600,2023-10-09 21:19:06,38.4981520929628,-112.064407641316,0,,,9820.0539356328,0.656168,0,0.0274849746328,0.09697014746,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.8,0,0,364,400,364,1684,-100,-95,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
700,2023-10-09 21:19:06,38.4981521124196,-112.064407591178,0,,,9820.0539356328,0.656168,0,0.0271269037552,0.112949806764,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.8,0,0,364,406,364,1684,-100,-94,-100,100,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
800,2023-10-09 21:19:06,38.4981521075857,-112.064407608792,0,,,9820.0539356328,0.656168,0,0.026839895872,0.118279531344,17,5,0,9820.0539356328,0,0,0.031871064012,0,0,0,329, 6.7, -0.9,0,0,534,541,707,1593,-74,-73,-48,86,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
900,2023-10-09 21:19:06,38.4981519563134,-112.064407728612,0,,,9820.0539356328,0.656168,0,0.053607613264,0.18321522896,17,5,0,9820.0539356328,0,0,0.053607613264,0,0,0,329, 6.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.751,3.752,3.76,3.77,3.771,3.772,0,32,9820.0539356328,0,41,Motors_Started,
