time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-10 21:09:18,38.4982156763671,-112.064421621963,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9821.3315085083,0.656168,0,0,0,16,5,0,9821.3315085083,0,0,0,0,0,0,142, -5.6, -0.7,0,0,364,377,364,1684,-100,-98,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
100,2023-10-10 21:09:18,38.4982158129394,-112.064421617446,0,,,9821.3315085083,0.656168,0,0.049845145952,0.049845145952,16,5,0,9821.3315085083,0,0,0.049845145952,0,0,0,142, -5.6, -0.7,0,0,364,383,364,1684,-100,-97,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
200,2023-10-10 21:09:18,38.4982158349105,-112.064421619961,0,,,9821.3315085083,0.656168,0,0.057847442796,0.057893374556,16,5,0,9821.3315085083,0,0,0.057847442796,0,0,0,142, -5.6, -0.7,0,0,364,383,364,1684,-100,-97,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
300,2023-10-10 21:09:18,38.4982157999606,-112.064421616633,0,,,9821.3315085083,0.656168,0,0.045118767848,0.070680120372,16,5,0,9821.3315085083,0,0,0.057847442796,0,0,0,142, -5.6, -0.7,0,0,364,379,364,1684,-100,-98,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
400,2023-10-10 21:09:18,38.4982158182062,-112.064421618951,0,,,9821.3315085083,0.656168,0,0.051757219504,0.077369753132,16,5,0,9821.3315085083,0,0,0.057847442796,0,0,0,142, -5.6, -0.7,0,0,364,379,364,1684,-100,-98,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
500,2023-10-10 21:09:19,38.4982157882025,-112.064421615556,0,,,9821.3315085083,0.656168,0,0.040844161412,0.08835958288,16,5,0,9821.3315085083,0,0,0.057847442796,0,0,0,142, -5.6, -0.8,0,0,364,375,364,1684,-100,-98,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
600,2023-10-10 21:09:19,38.498215803868,-112.064421617811,0,,,9821.3315085083,0.656168,0,0.04653379414,0.094111223484,16,5,0,9821.3315085083,0,0,0.057847442796,0,0,0,142, -5.6, -0.8,0,0,364,368,364,1684,-100,-99,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
700,2023-10-10 21:09:19,38.4982157783021,-112.064421462357,0,,,9821.3315085083,0.656168,0,0.058823164612,0.139469164568,16,5,0,9821.3315085083,0,0,0.058823164612,0,0,0,142, -5.6, -0.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
800,2023-10-10 21:09:19,38.498215791297,-112.064421449095,0,,,9821.3315085083,0.656168,0,0.064767390524,0.145536750064,16,5,0,9821.3315085083,0,0,0.064767390524,0,0,0,142, -5.6, -0.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
900,2023-10-10 21:09:19,38.4982157701464,-112.064421467257,0,,,9821.3315085083,0.656168,0,0.05587598604,0.15483432254,16,5,0,9821.3315085083,0,0,0.064767390524,0,0,0,142, -5.6, -0.7,0,0,617,613,443,1684,-62,-62,-88,100,0,0,0,96,4.231,4.222,4.22,4.218,4.205,4.217,0,32,9821.3315085083,0,41,Motors_Started,
