"","datetime.utc.","geometry","elevation","elev_units"
"1",2023-10-08 20:48:36,c(-112.064353505952, 38.498282846215),2994.75,"meters"
"2",2023-10-08 20:48:37,c(-112.064353504434, 38.4982827558889),2994.75,"meters"
"3",2023-10-08 20:48:38,c(-112.064353466679, 38.4982825937079),2994.75,"meters"
"4",2023-10-08 20:48:39,c(-112.064353381372, 38.498282360645),2994.75,"meters"
"5",2023-10-08 20:48:40,c(-112.064353558283, 38.4982821607035),2994.75,"meters"
"6",2023-10-08 20:48:41,c(-112.0643537421, 38.4982821766261),2994.75,"meters"
"7",2023-10-08 20:48:42,c(-112.064353853174, 38.4982822073563),2994.75,"meters"
"8",2023-10-08 20:48:43,c(-112.064353900657, 38.4982821887448),2994.75,"meters"
"9",2023-10-08 20:48:44,c(-112.064353997869, 38.4982820531217),2994.75,"meters"
"10",2023-10-08 20:48:45,c(-112.064354012745, 38.4982819775782),2994.75,"meters"
"11",2023-10-08 20:48:46,c(-112.064353993129, 38.4982819191847),2994.75,"meters"
"12",2023-10-08 20:48:47,c(-112.064353971896, 38.4982816743735),2994.75,"meters"
"13",2023-10-08 20:48:48,c(-112.064353881317, 38.4982814919631),2994.75,"meters"
"14",2023-10-08 20:48:49,c(-112.064353891098, 38.4982814316941),2994.75,"meters"
"15",2023-10-08 20:48:50,c(-112.064353780218, 38.4982814679394),2994.75,"meters"
"16",2023-10-08 20:48:51,c(-112.064353802004, 38.4982814744046),2994.75,"meters"
"17",2023-10-08 20:48:52,c(-112.064353816854, 38.4982814462885),2994.75,"meters"
"18",2023-10-08 20:48:53,c(-112.064353675688, 38.4982814346795),2994.75,"meters"
"19",2023-10-08 20:48:54,c(-112.064353697368, 38.4982814502844),2994.75,"meters"
"20",2023-10-08 20:48:55,c(-112.064353608527, 38.4982814003418),2994.75,"meters"
"21",2023-10-08 20:48:56,c(-112.064353591556, 38.4982813815517),2994.75,"meters"
"22",2023-10-08 20:48:57,c(-112.064353532605, 38.4982811993115),2994.75,"meters"
"23",2023-10-08 20:48:58,c(-112.064351737283, 38.4982793468077),2994.75,"meters"
"24",2023-10-08 20:48:59,c(-112.064349981318, 38.4982765702444),2994.75,"meters"
"25",2023-10-08 20:49:00,c(-112.064348982363, 38.4982750704372),2994.75,"meters"
"26",2023-10-08 20:49:01,c(-112.064348512261, 38.4982749387653),2994.75,"meters"
"27",2023-10-08 20:49:02,c(-112.064347924214, 38.4982765907088),2994.75,"meters"
"28",2023-10-08 20:49:03,c(-112.064348727553, 38.4982786214283),2994.75,"meters"
"29",2023-10-08 20:49:04,c(-112.064349703198, 38.4982790941959),2994.75,"meters"
"30",2023-10-08 20:49:05,c(-112.064350867152, 38.4982792677214),2994.75,"meters"
"31",2023-10-08 20:49:06,c(-112.064351851116, 38.4982796380185),2994.75,"meters"
"32",2023-10-08 20:49:07,c(-112.064352363552, 38.4982800188127),2994.75,"meters"
"33",2023-10-08 20:49:08,c(-112.064352377096, 38.4982803134055),2994.75,"meters"
"34",2023-10-08 20:49:09,c(-112.064352233569, 38.4982806604364),2994.75,"meters"
"35",2023-10-08 20:49:10,c(-112.064352304986, 38.4982813180966),2994.75,"meters"
"36",2023-10-08 20:49:11,c(-112.064352693063, 38.49828208661),2994.75,"meters"
"37",2023-10-08 20:49:12,c(-112.064353060502, 38.4982825489147),2994.75,"meters"
"38",2023-10-08 20:49:13,c(-112.06435333604, 38.4982828607264),2994.75,"meters"
"39",2023-10-08 20:49:14,c(-112.064353616387, 38.4982830382943),2994.75,"meters"
"40",2023-10-08 20:49:15,c(-112.06435351763, 38.4982833947386),2994.75,"meters"
"41",2023-10-08 20:49:16,c(-112.064353321593, 38.4982835709235),2994.75,"meters"
"42",2023-10-08 20:49:17,c(-112.064353812771, 38.4982836167389),2994.75,"meters"
"43",2023-10-08 20:49:18,c(-112.064354377926, 38.4982836574365),2994.75,"meters"
"44",2023-10-08 20:49:19,c(-112.064354734641, 38.4982838506872),2994.77,"meters"
"45",2023-10-08 20:49:20,c(-112.064354791179, 38.4982841788348),2994.77,"meters"
"46",2023-10-08 20:49:21,c(-112.064354780274, 38.4982843480527),2994.77,"meters"
"47",2023-10-08 20:49:22,c(-112.064355026135, 38.4982846920594),2994.77,"meters"
"48",2023-10-08 20:49:23,c(-112.064354668385, 38.4982850216949),2994.77,"meters"
"49",2023-10-08 20:49:24,c(-112.064355410326, 38.4982855663951),2994.77,"meters"
"50",2023-10-08 20:49:25,c(-112.064356491029, 38.4982858184635),2994.89,"meters"
"51",2023-10-08 20:49:26,c(-112.064355867846, 38.4982852474027),2994.77,"meters"
"52",2023-10-08 20:49:27,c(-112.064354940595, 38.4982847851866),2994.77,"meters"
"53",2023-10-08 20:49:28,c(-112.064354229649, 38.4982841939342),2994.77,"meters"
"54",2023-10-08 20:49:29,c(-112.064353866546, 38.4982837709771),2994.77,"meters"
"55",2023-10-08 20:49:30,c(-112.064353973794, 38.4982840264709),2994.77,"meters"
"56",2023-10-08 20:49:31,c(-112.064354047848, 38.4982845158636),2994.77,"meters"
"57",2023-10-08 20:49:32,c(-112.064354181691, 38.4982848760643),2994.77,"meters"
"58",2023-10-08 20:49:33,c(-112.064354710338, 38.49828495052),2994.77,"meters"
"59",2023-10-08 20:49:34,c(-112.064355320159, 38.4982849730803),2994.77,"meters"
"60",2023-10-08 20:49:35,c(-112.064355875406, 38.4982848476409),2994.77,"meters"
"61",2023-10-08 20:49:36,c(-112.06435601554, 38.4982842212814),2994.89,"meters"
"62",2023-10-08 20:49:37,c(-112.064355378443, 38.4982847563809),2994.77,"meters"
"63",2023-10-08 20:49:38,c(-112.064353775374, 38.4982861786877),2994.77,"meters"
"64",2023-10-08 20:49:39,c(-112.064341513812, 38.4982868124741),2994.69,"meters"
"65",2023-10-08 20:49:40,c(-112.064315295357, 38.4982808701886),2994.45,"meters"
"66",2023-10-08 20:49:41,c(-112.06428297071, 38.4982667263964),2994.16,"meters"
"67",2023-10-08 20:49:42,c(-112.064248150054, 38.4982483749981),2993.78,"meters"
"68",2023-10-08 20:49:43,c(-112.064211819756, 38.4982293649587),2993.48,"meters"
"69",2023-10-08 20:49:44,c(-112.064177000953, 38.4982114821998),2993.18,"meters"
"70",2023-10-08 20:49:45,c(-112.064143881042, 38.4981942159338),2992.84,"meters"
"71",2023-10-08 20:49:46,c(-112.064109519936, 38.498173864764),2992.52,"meters"
"72",2023-10-08 20:49:47,c(-112.064068647846, 38.4981480403516),2992.16,"meters"
"73",2023-10-08 20:49:48,c(-112.064030030542, 38.4981209345777),2991.68,"meters"
"74",2023-10-08 20:49:49,c(-112.063994371992, 38.498088415318),2991.17,"meters"
"75",2023-10-08 20:49:50,c(-112.063960085674, 38.4980467212732),2990.7,"meters"
"76",2023-10-08 20:49:51,c(-112.063929143548, 38.4980064093693),2990.12,"meters"
"77",2023-10-08 20:49:52,c(-112.063902195413, 38.4979604519055),2989.53,"meters"
"78",2023-10-08 20:49:53,c(-112.063902842705, 38.4979089683576),2988.93,"meters"
"79",2023-10-08 20:49:54,c(-112.063929983116, 38.4978683246833),2988.66,"meters"
"80",2023-10-08 20:49:55,c(-112.06397945643, 38.4978452744482),2988.88,"meters"
"81",2023-10-08 20:49:56,c(-112.064035914054, 38.4978465443795),2989.25,"meters"
"82",2023-10-08 20:49:57,c(-112.064077015371, 38.4978702821235),2989.63,"meters"
"83",2023-10-08 20:49:58,c(-112.064104369852, 38.4979021895034),2990.12,"meters"
"84",2023-10-08 20:49:59,c(-112.064122365337, 38.4979243491917),2990.44,"meters"
"85",2023-10-08 20:50:00,c(-112.064126815393, 38.4979289696425),2990.54,"meters"
"86",2023-10-08 20:50:01,c(-112.064128038319, 38.4979288460738),2990.54,"meters"
"87",2023-10-08 20:50:02,c(-112.064127636483, 38.4979274107354),2990.54,"meters"
"88",2023-10-08 20:50:03,c(-112.064127714294, 38.4979263261624),2990.54,"meters"
"89",2023-10-08 20:50:04,c(-112.064127585813, 38.4979258046644),2990.54,"meters"
"90",2023-10-08 20:50:05,c(-112.064127262097, 38.4979253543981),2990.54,"meters"
"91",2023-10-08 20:50:06,c(-112.064127152186, 38.4979255560607),2990.54,"meters"
"92",2023-10-08 20:50:07,c(-112.064127101212, 38.4979261248497),2990.54,"meters"
"93",2023-10-08 20:50:08,c(-112.064127007132, 38.4979269515976),2990.54,"meters"
"94",2023-10-08 20:50:09,c(-112.064127467223, 38.497927484672),2990.54,"meters"
"95",2023-10-08 20:50:10,c(-112.064127878464, 38.4979277348179),2990.54,"meters"
"96",2023-10-08 20:50:11,c(-112.064127753104, 38.4979279679497),2990.54,"meters"
"97",2023-10-08 20:50:12,c(-112.064127856529, 38.4979280149487),2990.54,"meters"
"98",2023-10-08 20:50:13,c(-112.064128126643, 38.4979279962396),2990.54,"meters"
"99",2023-10-08 20:50:14,c(-112.064128282242, 38.4979280483609),2990.54,"meters"
"100",2023-10-08 20:50:15,c(-112.064128553741, 38.4979281965112),2990.54,"meters"
"101",2023-10-08 20:50:16,c(-112.064128579585, 38.49792861341),2990.54,"meters"
"102",2023-10-08 20:50:17,c(-112.064128330949, 38.4979290428299),2990.54,"meters"
"103",2023-10-08 20:50:18,c(-112.064128774833, 38.497928973501),2990.54,"meters"
"104",2023-10-08 20:50:19,c(-112.064129281467, 38.4979292446777),2990.54,"meters"
"105",2023-10-08 20:50:20,c(-112.064128871272, 38.4979296138963),2990.54,"meters"
"106",2023-10-08 20:50:21,c(-112.064127948566, 38.4979297187842),2990.54,"meters"
"107",2023-10-08 20:50:22,c(-112.064127574973, 38.4979296414291),2990.54,"meters"
"108",2023-10-08 20:50:23,c(-112.064127319755, 38.4979293878819),2990.54,"meters"
"109",2023-10-08 20:50:24,c(-112.064127783042, 38.4979292024419),2990.54,"meters"
"110",2023-10-08 20:50:25,c(-112.064128783466, 38.4979290257724),2990.54,"meters"
"111",2023-10-08 20:50:26,c(-112.064133948883, 38.4979247827828),2990.5,"meters"
"112",2023-10-08 20:50:27,c(-112.064139861086, 38.497919271856),2990.5,"meters"
"113",2023-10-08 20:50:28,c(-112.064141373392, 38.4979180302855),2990.5,"meters"
"114",2023-10-08 20:50:29,c(-112.064141438459, 38.4979184832207),2990.5,"meters"
"115",2023-10-08 20:50:30,c(-112.064140902625, 38.4979190161102),2990.5,"meters"
"116",2023-10-08 20:50:31,c(-112.064138855579, 38.4979208955599),2990.5,"meters"
"117",2023-10-08 20:50:32,c(-112.064132964929, 38.4979271469815),2990.6,"meters"
"118",2023-10-08 20:50:33,c(-112.064128060899, 38.4979328662786),2990.54,"meters"
"119",2023-10-08 20:50:34,c(-112.064127664152, 38.4979343212251),2990.54,"meters"
"120",2023-10-08 20:50:35,c(-112.064128967756, 38.497933891019),2990.54,"meters"
"121",2023-10-08 20:50:36,c(-112.064130124245, 38.4979334997955),2990.54,"meters"
"122",2023-10-08 20:50:37,c(-112.064129991499, 38.4979329844527),2990.54,"meters"
"123",2023-10-08 20:50:38,c(-112.064129743489, 38.4979326352543),2990.54,"meters"
"124",2023-10-08 20:50:39,c(-112.064129239603, 38.4979321516086),2990.54,"meters"
"125",2023-10-08 20:50:40,c(-112.064129002743, 38.4979316172783),2990.54,"meters"
"126",2023-10-08 20:50:41,c(-112.064128770075, 38.4979315916442),2990.54,"meters"
"127",2023-10-08 20:50:42,c(-112.064128762555, 38.4979316647782),2990.54,"meters"
"128",2023-10-08 20:50:43,c(-112.064128754951, 38.4979317480962),2990.54,"meters"
"129",2023-10-08 20:50:44,c(-112.064128682125, 38.4979317598918),2990.54,"meters"
"130",2023-10-08 20:50:45,c(-112.064128654204, 38.4979318501473),2990.54,"meters"
"131",2023-10-08 20:50:46,c(-112.064128467201, 38.4979318984489),2990.54,"meters"
"132",2023-10-08 20:50:47,c(-112.064127880574, 38.4979315023105),2990.54,"meters"
"133",2023-10-08 20:50:48,c(-112.064127437424, 38.4979312458109),2990.54,"meters"
"134",2023-10-08 20:50:49,c(-112.064127496107, 38.4979312996924),2990.54,"meters"
"135",2023-10-08 20:50:50,c(-112.064127871479, 38.4979317805021),2990.54,"meters"
"136",2023-10-08 20:50:51,c(-112.064127590921, 38.4979324069921),2990.54,"meters"
"137",2023-10-08 20:50:52,c(-112.064127677137, 38.4979318464352),2990.54,"meters"
"138",2023-10-08 20:50:53,c(-112.064127706635, 38.4979310745072),2990.54,"meters"
"139",2023-10-08 20:50:54,c(-112.064127514927, 38.4979305050973),2990.54,"meters"
"140",2023-10-08 20:50:55,c(-112.064127280661, 38.4979301160251),2990.54,"meters"
"141",2023-10-08 20:50:56,c(-112.064127262287, 38.4979299869807),2990.54,"meters"
"142",2023-10-08 20:50:57,c(-112.064127254076, 38.4979300603578),2990.54,"meters"
"143",2023-10-08 20:50:58,c(-112.064127382598, 38.4979302878744),2990.54,"meters"
"144",2023-10-08 20:50:59,c(-112.064127676216, 38.4979300205682),2990.54,"meters"
"145",2023-10-08 20:51:00,c(-112.064127734137, 38.4979298351928),2990.54,"meters"
"146",2023-10-08 20:51:01,c(-112.064128008389, 38.4979297923744),2990.54,"meters"
"147",2023-10-08 20:51:02,c(-112.064127789813, 38.4979301627757),2990.54,"meters"
"148",2023-10-08 20:51:03,c(-112.064127502268, 38.4979302100401),2990.54,"meters"
"149",2023-10-08 20:51:04,c(-112.064128101023, 38.4979299208338),2990.54,"meters"
"150",2023-10-08 20:51:05,c(-112.064128954154, 38.4979305557926),2990.54,"meters"
"151",2023-10-08 20:51:06,c(-112.064124956541, 38.4979297725321),2990.54,"meters"
"152",2023-10-08 20:51:07,c(-112.064120531441, 38.4979288989891),2990.46,"meters"
"153",2023-10-08 20:51:08,c(-112.064109793098, 38.4979232993071),2990.28,"meters"
"154",2023-10-08 20:51:09,c(-112.064084837536, 38.4979097860662),2990.03,"meters"
"155",2023-10-08 20:51:10,c(-112.064042715472, 38.4978967718436),2989.67,"meters"
"156",2023-10-08 20:51:11,c(-112.063991122428, 38.4979010463818),2989.28,"meters"
"157",2023-10-08 20:51:12,c(-112.063944440551, 38.497923048093),2989.26,"meters"
"158",2023-10-08 20:51:13,c(-112.063907035632, 38.4979598050672),2989.55,"meters"
"159",2023-10-08 20:51:14,c(-112.063886745926, 38.4980073967647),2989.89,"meters"
"160",2023-10-08 20:51:15,c(-112.06387803111, 38.4980615926899),2990.57,"meters"
"161",2023-10-08 20:51:16,c(-112.06386935065, 38.4981168655338),2991.23,"meters"
"162",2023-10-08 20:51:17,c(-112.063832020305, 38.4981668317163),2991.73,"meters"
"163",2023-10-08 20:51:18,c(-112.063763336988, 38.4981934223392),2991.72,"meters"
"164",2023-10-08 20:51:19,c(-112.063692847201, 38.4981896761898),2991.44,"meters"
"165",2023-10-08 20:51:20,c(-112.063638165366, 38.4981651631758),2991.15,"meters"
"166",2023-10-08 20:51:21,c(-112.063590732733, 38.4981238526513),2990.84,"meters"
"167",2023-10-08 20:51:22,c(-112.063536175903, 38.4980660214385),2990.72,"meters"
"168",2023-10-08 20:51:23,c(-112.063481789112, 38.4980054119174),2990.84,"meters"
"169",2023-10-08 20:51:24,c(-112.063432091482, 38.4979497476679),2990.81,"meters"
"170",2023-10-08 20:51:25,c(-112.063398744097, 38.4979116354345),2990.62,"meters"
"171",2023-10-08 20:51:26,c(-112.063387878968, 38.4979005253005),2990.5,"meters"
"172",2023-10-08 20:51:27,c(-112.063385553895, 38.4978990689394),2990.38,"meters"
"173",2023-10-08 20:51:28,c(-112.063385589476, 38.4978999796802),2990.38,"meters"
"174",2023-10-08 20:51:29,c(-112.063385744309, 38.4979000552366),2990.38,"meters"
"175",2023-10-08 20:51:30,c(-112.063386641361, 38.4978995011861),2990.38,"meters"
"176",2023-10-08 20:51:31,c(-112.063387931568, 38.4978995032921),2990.5,"meters"
"177",2023-10-08 20:51:32,c(-112.063403390142, 38.4979065692402),2990.62,"meters"
"178",2023-10-08 20:51:33,c(-112.063439851793, 38.4979206629379),2990.82,"meters"
"179",2023-10-08 20:51:34,c(-112.063487316292, 38.4979207036959),2990.91,"meters"
"180",2023-10-08 20:51:35,c(-112.063533749394, 38.4979047505965),2990.77,"meters"
"181",2023-10-08 20:51:36,c(-112.063584743878, 38.4978808595989),2990.21,"meters"
"182",2023-10-08 20:51:37,c(-112.063640415894, 38.4978529074927),2989.59,"meters"
"183",2023-10-08 20:51:38,c(-112.063687435377, 38.4978177049788),2988.67,"meters"
"184",2023-10-08 20:51:39,c(-112.063732454643, 38.4977818885221),2988.15,"meters"
"185",2023-10-08 20:51:40,c(-112.063776724896, 38.4977553932233),2987.5,"meters"
"186",2023-10-08 20:51:41,c(-112.063823880113, 38.497752795556),2987.5,"meters"
"187",2023-10-08 20:51:42,c(-112.063864128241, 38.4977686788937),2987.74,"meters"
"188",2023-10-08 20:51:43,c(-112.063895364767, 38.4977898147703),2988.02,"meters"
"189",2023-10-08 20:51:44,c(-112.063921965666, 38.497807524787),2988.3,"meters"
"190",2023-10-08 20:51:45,c(-112.063944863737, 38.497821080462),2988.6,"meters"
"191",2023-10-08 20:51:46,c(-112.063963796173, 38.4978321623774),2988.76,"meters"
"192",2023-10-08 20:51:47,c(-112.063977273164, 38.497840051946),2988.88,"meters"
"193",2023-10-08 20:51:48,c(-112.063981412289, 38.4978414973294),2988.88,"meters"
"194",2023-10-08 20:51:49,c(-112.063984979733, 38.4978429620899),2988.94,"meters"
"195",2023-10-08 20:51:50,c(-112.063994330806, 38.4978487273908),2989.06,"meters"
"196",2023-10-08 20:51:51,c(-112.064010249406, 38.497858934075),2989.17,"meters"
"197",2023-10-08 20:51:52,c(-112.064025473668, 38.497868127693),2989.31,"meters"
"198",2023-10-08 20:51:53,c(-112.064028831487, 38.4978701923316),2989.37,"meters"
"199",2023-10-08 20:51:54,c(-112.064028222949, 38.4978702615624),2989.31,"meters"
"200",2023-10-08 20:51:55,c(-112.064027590315, 38.4978699717492),2989.31,"meters"
"201",2023-10-08 20:51:56,c(-112.064027701318, 38.4978693492736),2989.31,"meters"
"202",2023-10-08 20:51:57,c(-112.06402764155, 38.4978690193274),2989.31,"meters"
"203",2023-10-08 20:51:58,c(-112.064027262631, 38.497868947768),2989.31,"meters"
"204",2023-10-08 20:51:59,c(-112.064027219668, 38.497868785321),2989.31,"meters"
"205",2023-10-08 20:52:00,c(-112.064026886232, 38.4978687817211),2989.31,"meters"
"206",2023-10-08 20:52:01,c(-112.064026613254, 38.4978692624037),2989.31,"meters"
"207",2023-10-08 20:52:02,c(-112.064026749654, 38.4978691024893),2989.31,"meters"
"208",2023-10-08 20:52:03,c(-112.064027521168, 38.4978694616191),2989.31,"meters"
"209",2023-10-08 20:52:04,c(-112.064029151333, 38.497870520864),2989.37,"meters"
"210",2023-10-08 20:52:05,c(-112.064029884728, 38.4978713507631),2989.37,"meters"
"211",2023-10-08 20:52:06,c(-112.064029594357, 38.4978714047769),2989.37,"meters"
"212",2023-10-08 20:52:07,c(-112.064029768508, 38.4978708672565),2989.37,"meters"
"213",2023-10-08 20:52:08,c(-112.064035858263, 38.4978754356427),2989.43,"meters"
"214",2023-10-08 20:52:09,c(-112.064050013548, 38.497886825162),2989.59,"meters"
"215",2023-10-08 20:52:10,c(-112.064057093382, 38.4978912831652),2989.73,"meters"
"216",2023-10-08 20:52:11,c(-112.064057915841, 38.4978912800248),2989.73,"meters"
"217",2023-10-08 20:52:12,c(-112.064057772541, 38.4978904107241),2989.73,"meters"
"218",2023-10-08 20:52:13,c(-112.064057574179, 38.4978907164121),2989.73,"meters"
"219",2023-10-08 20:52:14,c(-112.064057580783, 38.4978912217684),2989.73,"meters"
"220",2023-10-08 20:52:15,c(-112.064057837012, 38.4978911014915),2989.73,"meters"
"221",2023-10-08 20:52:16,c(-112.064057928729, 38.4978917169557),2989.73,"meters"
"222",2023-10-08 20:52:17,c(-112.064059419286, 38.4978918676578),2989.73,"meters"
"223",2023-10-08 20:52:18,c(-112.064059586901, 38.4978918790466),2989.73,"meters"
"224",2023-10-08 20:52:19,c(-112.064059496692, 38.4978917507145),2989.73,"meters"
"225",2023-10-08 20:52:20,c(-112.06405950009, 38.4978914439432),2989.73,"meters"
"226",2023-10-08 20:52:21,c(-112.064059438903, 38.4978910050804),2989.73,"meters"
"227",2023-10-08 20:52:22,c(-112.064059264268, 38.497890828876),2989.73,"meters"
"228",2023-10-08 20:52:23,c(-112.064059119937, 38.4978913245647),2989.73,"meters"
"229",2023-10-08 20:52:24,c(-112.064058966307, 38.4978913753158),2989.73,"meters"
"230",2023-10-08 20:52:25,c(-112.064058966042, 38.4978914699983),2989.73,"meters"
"231",2023-10-08 20:52:26,c(-112.06405903449, 38.4978914919608),2989.73,"meters"
"232",2023-10-08 20:52:27,c(-112.064058954313, 38.4978914754927),2989.73,"meters"
"233",2023-10-08 20:52:28,c(-112.064059082568, 38.4978917320266),2989.73,"meters"
"234",2023-10-08 20:52:29,c(-112.064059345311, 38.4978915575007),2989.73,"meters"
"235",2023-10-08 20:52:30,c(-112.064059247476, 38.4978915596303),2989.73,"meters"
"236",2023-10-08 20:52:31,c(-112.06405934172, 38.4978915760223),2989.73,"meters"
"237",2023-10-08 20:52:32,c(-112.064059541786, 38.4978914083485),2989.73,"meters"
"238",2023-10-08 20:52:33,c(-112.064060156912, 38.497892477432),2989.73,"meters"
"239",2023-10-08 20:52:34,c(-112.064061275961, 38.4978931710636),2989.73,"meters"
"240",2023-10-08 20:52:35,c(-112.064062595622, 38.4978930942534),2989.73,"meters"
"241",2023-10-08 20:52:36,c(-112.064063338884, 38.4978923884117),2989.73,"meters"
"242",2023-10-08 20:52:37,c(-112.064063723576, 38.4978917722933),2989.81,"meters"
"243",2023-10-08 20:52:38,c(-112.064063767265, 38.4978915775774),2989.81,"meters"
"244",2023-10-08 20:52:39,c(-112.064063597085, 38.4978914246387),2989.81,"meters"
"245",2023-10-08 20:52:40,c(-112.064063462742, 38.4978911002173),2989.73,"meters"
"246",2023-10-08 20:52:41,c(-112.064063353698, 38.4978906611635),2989.73,"meters"
"247",2023-10-08 20:52:42,c(-112.064062266759, 38.4978905096875),2989.73,"meters"
"248",2023-10-08 20:52:43,c(-112.064061756671, 38.49789051161),2989.73,"meters"
"249",2023-10-08 20:52:44,c(-112.064061475115, 38.4978911376479),2989.73,"meters"
"250",2023-10-08 20:52:45,c(-112.064061422765, 38.4978911614256),2989.73,"meters"
"251",2023-10-08 20:52:46,c(-112.064061766539, 38.4978910917125),2989.73,"meters"
"252",2023-10-08 20:52:47,c(-112.064062458777, 38.4978913691128),2989.73,"meters"
"253",2023-10-08 20:52:48,c(-112.064062637904, 38.4978912571463),2989.73,"meters"
"254",2023-10-08 20:52:49,c(-112.064062312335, 38.4978913886776),2989.73,"meters"
"255",2023-10-08 20:52:50,c(-112.064061868844, 38.49789169325),2989.73,"meters"
"256",2023-10-08 20:52:51,c(-112.064061828479, 38.4978916840582),2989.73,"meters"
"257",2023-10-08 20:52:52,c(-112.064062783889, 38.4978918730488),2989.73,"meters"
"258",2023-10-08 20:52:53,c(-112.064063550291, 38.4978926639556),2989.81,"meters"
"259",2023-10-08 20:52:54,c(-112.064064795234, 38.4978927877047),2989.81,"meters"
"260",2023-10-08 20:52:55,c(-112.064065681686, 38.4978920879161),2989.81,"meters"
"261",2023-10-08 20:52:56,c(-112.064065002881, 38.4978916973608),2989.81,"meters"
"262",2023-10-08 20:52:57,c(-112.064063818199, 38.497891507419),2989.81,"meters"
"263",2023-10-08 20:52:58,c(-112.064063500716, 38.4978914172677),2989.73,"meters"
"264",2023-10-08 20:52:59,c(-112.064063326755, 38.4978914814286),2989.73,"meters"
"265",2023-10-08 20:53:00,c(-112.064063057744, 38.497891719696),2989.73,"meters"
"266",2023-10-08 20:53:01,c(-112.064063541089, 38.4978921098059),2989.81,"meters"
"267",2023-10-08 20:53:02,c(-112.064063919905, 38.4978923123997),2989.81,"meters"
"268",2023-10-08 20:53:03,c(-112.064064561451, 38.4978926566329),2989.81,"meters"
"269",2023-10-08 20:53:04,c(-112.064065358734, 38.4978934772234),2989.81,"meters"
"270",2023-10-08 20:53:05,c(-112.0640653864, 38.4978936908105),2989.81,"meters"
"271",2023-10-08 20:53:06,c(-112.064065558004, 38.4978936898549),2989.81,"meters"
"272",2023-10-08 20:53:07,c(-112.064065723801, 38.4978937333276),2989.81,"meters"
"273",2023-10-08 20:53:08,c(-112.064065562712, 38.4978939073949),2989.81,"meters"
"274",2023-10-08 20:53:09,c(-112.064065266188, 38.4978942673583),2989.81,"meters"
"275",2023-10-08 20:53:10,c(-112.064064884896, 38.4978943032675),2989.81,"meters"
"276",2023-10-08 20:53:11,c(-112.064064472588, 38.4978943001471),2989.81,"meters"
"277",2023-10-08 20:53:12,c(-112.064063674843, 38.497894373378),2989.81,"meters"
"278",2023-10-08 20:53:13,c(-112.064062815666, 38.4978947558601),2989.73,"meters"
"279",2023-10-08 20:53:14,c(-112.064062313755, 38.4978954917681),2989.73,"meters"
"280",2023-10-08 20:53:15,c(-112.064061665022, 38.4978948214628),2989.73,"meters"
"281",2023-10-08 20:53:16,c(-112.064061762171, 38.4978940727309),2989.73,"meters"
"282",2023-10-08 20:53:17,c(-112.064063467741, 38.4978940391296),2989.73,"meters"
"283",2023-10-08 20:53:18,c(-112.064064407547, 38.4978937401848),2989.81,"meters"
"284",2023-10-08 20:53:19,c(-112.064064373718, 38.4978937311595),2989.81,"meters"
"285",2023-10-08 20:53:20,c(-112.064064758722, 38.497894279368),2989.81,"meters"
"286",2023-10-08 20:53:21,c(-112.064066326806, 38.4978946689944),2989.81,"meters"
"287",2023-10-08 20:53:22,c(-112.064067295613, 38.4978946789779),2989.81,"meters"
"288",2023-10-08 20:53:23,c(-112.06406757602, 38.4978941368814),2989.81,"meters"
"289",2023-10-08 20:53:24,c(-112.064067713608, 38.49789378002),2989.81,"meters"
"290",2023-10-08 20:53:25,c(-112.064067778479, 38.4978944053204),2989.81,"meters"
"291",2023-10-08 20:53:26,c(-112.06406888065, 38.4978949563907),2989.81,"meters"
"292",2023-10-08 20:53:27,c(-112.064068900715, 38.4978952275583),2989.81,"meters"
"293",2023-10-08 20:53:28,c(-112.064068322587, 38.4978954264435),2989.81,"meters"
"294",2023-10-08 20:53:29,c(-112.06406834885, 38.4978948745691),2989.81,"meters"
"295",2023-10-08 20:53:30,c(-112.064068700672, 38.4978940287033),2989.81,"meters"
"296",2023-10-08 20:53:31,c(-112.064068976749, 38.4978933321371),2989.81,"meters"
"297",2023-10-08 20:53:32,c(-112.064069183155, 38.4978934278236),2989.81,"meters"
"298",2023-10-08 20:53:33,c(-112.064069544216, 38.4978936332569),2989.81,"meters"
"299",2023-10-08 20:53:34,c(-112.064069767087, 38.49789329148),2989.81,"meters"
"300",2023-10-08 20:53:35,c(-112.064069598927, 38.4978930512946),2989.81,"meters"
"301",2023-10-08 20:53:36,c(-112.064069677621, 38.4978934239148),2989.81,"meters"
"302",2023-10-08 20:53:37,c(-112.064069697222, 38.497893622772),2989.81,"meters"
"303",2023-10-08 20:53:38,c(-112.064069965502, 38.4978940450758),2989.81,"meters"
"304",2023-10-08 20:53:39,c(-112.064071004224, 38.4978941890918),2989.81,"meters"
"305",2023-10-08 20:53:40,c(-112.064071643211, 38.4978937806243),2989.81,"meters"
"306",2023-10-08 20:53:41,c(-112.064071392996, 38.4978933635596),2989.81,"meters"
"307",2023-10-08 20:53:42,c(-112.064070813052, 38.4978927993744),2989.81,"meters"
"308",2023-10-08 20:53:43,c(-112.064070577819, 38.4978923429459),2989.81,"meters"
"309",2023-10-08 20:53:44,c(-112.064070832597, 38.4978920415884),2989.81,"meters"
"310",2023-10-08 20:53:45,c(-112.064070494508, 38.497892533041),2989.81,"meters"
"311",2023-10-08 20:53:46,c(-112.064069469392, 38.4978927765523),2989.81,"meters"
