UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b
2023/10/11T00:00:03z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,23,703.79,0,36568,0,105,0,0,0,0,0,0,0,0,34,14.5,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0,0,0
2023/10/11T00:00:36z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,23,703.76,nan,36656,0,33,0,0,0,0,0,0,0,0,42,32,0,0,0,0,0,0,0,0,0,0,0,0,38,26,0,0,0
2023/10/11T00:00:44z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,23,703.81,0,36568,0,41,0,0,0,0,0,0,0,0,44.67,29.67,0,0,0,0,0,0,0,0,0,0,0,0,72.67,53.33,0,0,0
2023/10/11T00:00:52z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,24,703.77,0,36568,0,49,0,0,0.75,0,0,0.75,0,0,69,49,0,0,0,0,0,0,0,0,0,0,0,0,78,53,0,0,0
2023/10/11T00:01:00z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.79,0,36568,0,57,0,0,0,0,0,0,0,0,79,60,0,0,0,0,0,0,0,0,0,0,0,0,68.75,42,0,0,0
2023/10/11T00:01:08z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,24,703.77,0,36568,0,65,0,0,0,0,0,0,0,0,75,58.5,0,0,0,0,0,0,0,0,0,0,0,0,78,51.25,4.5,0,0
2023/10/11T00:01:16z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,23,703.8,0,36568,0,73,0,0,0,0,0,0,0,0,69,57,0,0,0,0,0,0,0.25,0,0,0.25,0,0,60.25,38.5,4.5,0,0
2023/10/11T00:01:24z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,30,23,703.72,0,36568,0,81,0,0,0,0,0,0,0,0,64.75,53,0,0,0,0,0,0,0,0,0,0,0,0,53.5,36.5,0,0,0
2023/10/11T00:01:32z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.78,0,36568,0,89,0,0,0,0,0,0,0,0,63.75,44,0,0,0,0,0,0,0,0,0,0,0,0,55.5,38.5,0,0,0
2023/10/11T00:01:40z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.79,0,36568,0,97,0,0,0,0,0,0,0,0,52,36.5,0,0,0,0,0,0,0,0,0,0,0,0,57.25,37.75,0,0,0
2023/10/11T00:01:48z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.79,0,36568,0,105,0,0,0,0,0,0,0,0,57.5,43,0,0,0,0,0,0,0,0,0,0,0,0,54.25,40.75,0,0,0
2023/10/11T00:02:21z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.82,nan,36656,0,32,0,0,0,0,0,0,0,0,68,49,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0,0,0
2023/10/11T00:02:29z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.74,0,36568,0,40,0,0,0,0,0,0,0,0,77.33,49.33,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,0,0
2023/10/11T00:02:37z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.78,0,36568,0,48,0,0,0,0,0,0,0,0,51.5,27.5,0,0,0,0,0,0,0,0,0,0,0,0,25.5,20,0,0,0
2023/10/11T00:02:45z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.79,0,36568,0,56,0,0,0,0,0,0,0,0,61,33,1,0,0,0,0,0,0,0,0,0,0,0,35.75,35.25,0,0,0
2023/10/11T00:02:53z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.75,0,36568,0,64,0,0,0,0,0,0,0,0,60.5,29,0.5,0,0,0,0,0,0,0,0,0,0,0,60.5,43.25,0,0,0
2023/10/11T00:03:01z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.73,0,36568,0,72,0,0,0,0,0,0,0,0,48,21,0,0,0,0,0,0,0,0,0,0,0,0,39,21.75,0,0,0
2023/10/11T00:03:09z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.79,0,36568,0,80,0,0,0,0,0,0,0,0,31,16,0,0,0,0,0,0,0,0,0,0,0,0,33.5,24,0,0,0
2023/10/11T00:03:17z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,54,31,24,703.71,0,36568,0,88,0,0,0,0,0,0,0,0,22,14.5,0,0,0,0,0,0,0,0,0,0,0,0,38,30.5,0,0,0
