UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b
2023/10/09T17:18:40z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,713.05,nan,36656,0,33,0,0,0,0,0,0,0,0,88,24,0,0,0,0,0,0,0,0,0,0,0,0,123,57,4,0,0
2023/10/09T17:18:48z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,713.02,0,36568,0,41,0,0,0,0,0,0,0,0,60.5,21.75,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0
2023/10/09T17:18:56z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,713.02,0,36568,0,49,0,0,0,0,0,0,0,0,25.75,20,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0
2023/10/09T17:19:04z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,712.98,0,36568,0,57,0,0,0,0,0,0,0,0,19.25,19.25,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0
2023/10/09T17:19:12z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,712.95,0,36568,0,65,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,19.5,5,0,0,0
2023/10/09T17:19:20z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,712.99,0,36568,0,73,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,23.25,7.5,0,0,0
2023/10/09T17:19:28z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,713.01,0,36568,0,81,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,14.5,0,0,0
2023/10/09T17:19:36z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,26,712.99,0,36568,0,89,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16.5,0,0,0
2023/10/09T17:19:44z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,712.98,0,36568,0,97,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21.75,0,0,0
2023/10/09T17:19:52z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,713.01,0,36568,0,105,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.25,0,0,0
2023/10/09T17:20:27z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,76,16,27,712.94,nan,36656,0,33,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,0
2023/10/09T17:20:35z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,27,712.94,0,36568,0,41,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,29.33,9.33,0,0,0
2023/10/09T17:20:43z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,27,712.96,0,36568,0,49,0,0,0,0,0,0,0,0,27,0.25,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0
2023/10/09T17:20:51z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,27,712.97,0,35760,0,57,0,0,0,0,0,0,0,0,19,6.75,0,0,0,0,0,0,0,0,0,0,0,0,34.25,10,0,0,0
2023/10/09T17:20:59z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,28,712.96,0,35760,0,65,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,33,10.75,0,0,0
2023/10/09T17:21:07z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,28,712.96,0,35760,0,73,0,0,0,0,0,0,0,0,2.33,2,0,0,0,0,0,0,0,0,0,0,0,0,27.75,17,0,0,0
2023/10/09T17:21:15z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,18,28,712.95,0,35760,0,81,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0
2023/10/09T17:21:23z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,18,28,712.94,0,35760,0,89,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,0,0
2023/10/09T17:21:31z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,28,712.96,0,35760,0,97,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,21.75,4.75,0,0,0
2023/10/09T17:21:39z,bc:ff:4d:57:53:b0,6.01,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,75,17,28,712.95,0,35760,0,105,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,26,1.5,0,0,0
