time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-08 21:43:33,38.4982698833558,-112.064352142617,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9821.5373621894,0.656168,0,0,0,16,5,0,9821.5373621894,0,0,0,0,0,0,293.9, 5.2, 1.6,0,0,364,402,364,1656,-100,-94,-100,96,0,0,0,99,,,,,,,0,32,9821.5373621894,0,6,P-GPS,
100,2023-10-08 21:43:34,38.4982698789475,-112.064352138628,0,,,9821.5373621894,0.656168,0,0.0019708169922,0.0019708169922,16,5,0,9821.5373621894,0,0,0.0019708169922,0,0,0,293.9, 5.2, 1.6,0,0,364,400,364,1664,-100,-95,-100,97,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
200,2023-10-08 21:43:34,38.4982698827436,-112.064352142371,0,,,9821.5373621894,0.656168,0,0.000234109915628,0.0037202757096,16,5,0,9821.5373621894,0,0,0.0019708169922,0,0,0,293.9, 5.2, 1.6,0,0,364,371,364,1675,-100,-99,-100,99,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
300,2023-10-08 21:43:34,38.4982698780884,-112.064352138207,0,,,9821.5373621894,0.656168,0,0.00229763130712,0.0057936025476,16,5,0,9821.5373621894,0,0,0.00229763130712,0,0,0,293.9, 5.2, 1.6,0,0,364,364,364,1679,-100,-100,-100,99,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
400,2023-10-08 21:43:34,38.4982698835575,-112.064352142717,0,,,9821.5373621894,0.656168,0,7.8924871292E-5,0.00816847139,16,5,0,9821.5373621894,0,0,0.00229763130712,0,0,0,293.9, 5.2, 1.6,0,0,364,364,364,1679,-100,-100,-100,99,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,"Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 16. Setting new Maximum Flight Altitude to 120m (394 ft)"
500,2023-10-08 21:43:34,38.4982698787505,-112.064352138279,0,,,9821.5373621894,0.656168,0,0.00208750334764,0.0103322181784,16,5,0,9821.5373621894,0,0,0.00229763130712,0,0,0,293.8, 5.2, 1.6,0,0,364,364,364,1682,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
600,2023-10-08 21:43:34,38.4982698822522,-112.064352141762,0,,,9821.5373621894,0.656168,0,0.00047087271848,0.0119513127184,16,5,0,9821.5373621894,0,0,0.00229763130712,0,0,0,293.8, 5.2, 1.6,0,0,364,364,364,1682,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
700,2023-10-08 21:43:34,38.498269877022,-112.064352138312,0,,,9821.5373621894,0.656168,0,0.00261739181604,0.014098753732,16,5,0,9821.5373621894,0,0,0.00261739181604,0,0,0,293.8, 5.2, 1.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
800,2023-10-08 21:43:34,38.4982698810894,-112.064351979342,0,,,9821.5373621894,0.656168,0,0.0466289385,0.059515421852,16,5,0,9821.5373621894,0,0,0.0466289385,0,0,0,293.9, 5.2, 1.6,0,0,850,978,1011,1284,-26,-7,-2,39,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
900,2023-10-08 21:43:34,38.4982698754163,-112.064351959271,0,,,9821.5373621894,0.656168,0,0.05243274446,0.065608925984,16,5,0,9821.5373621894,0,0,0.05243274446,0,0,0,293.8, 5.2, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9821.5373621894,0,41,Motors_Started,
