time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-11 00:53:35,38.4982121482495,-112.064426104074,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9821.3667519478,0.656168,0,0,0,18,5,0,9821.3667519478,0,0,0,0,0,0,157.5, -4.8, 1.3,0,0,364,364,364,1672,-100,-100,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
100,2023-10-11 00:53:35,38.4982120149581,-112.064425949651,0,,,9821.3667519478,0.656168,0,0.065645343308,0.065645343308,18,5,0,9821.3667519478,0,0,0.065645343308,0,0,0,157.5, -4.8, 1.3,0,0,364,370,364,1672,-100,-99,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
200,2023-10-11 00:53:35,38.4982119937242,-112.064425936526,0,,,9821.3667519478,0.656168,0,0.073941603416,0.074251314712,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,364,372,364,1672,-100,-99,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,"Setting new Return-To-Home altitude to 152m (499 ft). Data Recorder File Index is 26. Setting new Maximum Flight Altitude to 244m (801 ft)"
300,2023-10-11 00:53:35,38.4982120339349,-112.06442596262,0,,,9821.3667519478,0.656168,0,0.058060041228,0.090705711564,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,364,369,364,1672,-100,-99,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
400,2023-10-11 00:53:35,38.4982120164862,-112.064425952892,0,,,9821.3667519478,0.656168,0,0.06461122254,0.097651249844,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,364,369,364,1672,-100,-99,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
500,2023-10-11 00:53:35,38.4982120486843,-112.064425974238,0,,,9821.3667519478,0.656168,0,0.051904201136,0.11088583032,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,364,373,364,1673,-100,-99,-100,98,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
600,2023-10-11 00:53:35,38.4982120366204,-112.064425967086,0,,,9821.3667519478,0.656168,0,0.056469489996,0.115737864596,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.6, -4.8, 1.3,0,0,364,374,364,1675,-100,-98,-100,99,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
700,2023-10-11 00:53:36,38.4982120643143,-112.064425983942,0,,,9821.3667519478,0.656168,0,0.045983597272,0.126929794088,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,506,481,467,1621,-78,-82,-84,90,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
800,2023-10-11 00:53:36,38.4982120567315,-112.064425980006,0,,,9821.3667519478,0.656168,0,0.048682088172,0.129916014656,19,5,0,9821.3667519478,0,0,0.073941603416,0,0,0,157.5, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
900,2023-10-11 00:53:36,38.4982119214419,-112.06442583404,0,,,9821.3667519478,0.656168,0,0.113105974748,0.19451936318,19,5,0,9821.3667519478,0,0,0.113105974748,0,0,0,157.5, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1000,2023-10-11 00:53:36,38.4982119017875,-112.064425817331,0,,,9821.3667519478,0.656168,0,0.121612864784,0.203132552432,19,5,0,9821.3667519478,0,0,0.121612864784,0,0,0,157.6, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1100,2023-10-11 00:53:36,38.498211941744,-112.064426011107,0,,,9821.3667519478,0.656168,0,0.079883204656,0.260351714368,19,5,0,9821.3667519478,0,0,0.121612864784,0,0,0,157.6, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1200,2023-10-11 00:53:36,38.4982119279135,-112.064426013126,0,,,9821.3667519478,0.656168,0,0.08447998958,0.265430454688,19,5,0,9821.3667519478,0,0,0.121612864784,0,0,0,157.6, -4.7, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1300,2023-10-11 00:53:36,38.4982119553788,-112.064426016,0,,,9821.3667519478,0.656168,0,0.07472769268,0.275484916952,19,5,0,9821.3667519478,0,0,0.121612864784,0,0,0,157.6, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1400,2023-10-11 00:53:36,38.4982119460278,-112.064426020526,0,,,9821.3667519478,0.656168,0,0.077541341064,0.279132882948,19,5,0,9821.3667519478,0,0,0.121612864784,0,0,0,157.7, -4.8, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1500,2023-10-11 00:53:36,38.4982118103055,-112.064426021986,0,,,9821.3667519478,0.656168,0,0.12550689378,0.32865158532,19,5,0,9821.3667519478,0,0,0.12550689378,0,0,0,157.7, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1600,2023-10-11 00:53:36,38.4982117896022,-112.064426024384,0,,,9821.3667519478,0.656168,0,0.132815949132,0.3362368874,19,5,0,9821.3667519478,0,0,0.132815949132,0,0,0,157.7, -4.8, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1700,2023-10-11 00:53:37,38.4982118402898,-112.064426021183,0,,,9821.3667519478,0.656168,0,0.114824806824,0.35475394836,19,5,0,9821.3667519478,0,0,0.132815949132,0,0,0,157.7, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1800,2023-10-11 00:53:37,38.4982118260922,-112.064426024054,0,,,9821.3667519478,0.656168,0,0.11973917706,0.35999673068,19,5,0,9821.3667519478,0,0,0.132815949132,0,0,0,157.6, -4.8, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
1900,2023-10-11 00:53:37,38.4982117003905,-112.064426017819,0,,,9821.3667519478,0.656168,0,0.165246724448,0.40589568228,19,5,0,9821.3667519478,0,0,0.165246724448,0,0,0,157.6, -4.8, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,41,Motors_Started,
2000,2023-10-11 00:53:37,38.4982116784151,-112.064426020474,0,,,9821.3667519478,0.656168,0,0.173072840184,0.41394686364,19,5,0,9821.3667519478,0,0,0.173072840184,0,0,0,157.6, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,10,Assisted_Takeoff,
2100,2023-10-11 00:53:37,38.498211721087,-112.064425859319,0,,,9821.3667519478,0.656168,0,0.170802498904,0.46252626152,19,5,0,9821.3667519478,0,0,0.173072840184,0,0,0,157.6, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,10,Assisted_Takeoff,
2200,2023-10-11 00:53:37,38.4982117044198,-112.064425847242,0,,,9821.3667519478,0.656168,0,0.177763457132,0.46951773156,19,5,0,9821.3667519478,0,0,0.177763457132,0,0,0,157.6, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,10,Assisted_Takeoff,
2300,2023-10-11 00:53:37,38.4982117479822,-112.064425865784,0,,,9821.3667519478,0.656168,0,0.161110241376,0.4862697006,19,5,0,9821.3667519478,0,0,0.177763457132,0,0,0,157.6, -4.7, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,3.884,3.897,3.914,3.922,3.928,3.92,0,32,9821.3667519478,0,10,Assisted_Takeoff,
