time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-09 18:35:03,38.4981393596677,-112.064412145835,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9820.0178910122,0.656168,0,0,0,17,5,0,9820.0178910122,0,0,0,0,0,0,312.8, 5.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
100,2023-10-09 18:35:03,38.498139359885,-112.064412162488,0,,,9820.0178910122,0.656168,0,0.0047556103884,0.0047556103884,17,5,0,9820.0178910122,0,0,0.0047556103884,0,0,0,312.8, 5.8, 0.8,0,0,364,399,364,1660,-100,-95,-100,96,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
200,2023-10-09 18:35:03,38.4981393618298,-112.064412131396,0,,,9820.0178910122,0.656168,0,0.0041978019716,0.0136618770776,17,5,0,9820.0178910122,0,0,0.0047556103884,0,0,0,312.8, 5.8, 0.8,0,0,364,396,364,1660,-100,-95,-100,96,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
300,2023-10-09 18:35:03,38.498139362716,-112.064412144049,0,,,9820.0178910122,0.656168,0,0.0012236056822,0.0172891409732,17,5,0,9820.0178910122,0,0,0.0047556103884,0,0,0,312.8, 5.8, 0.8,0,0,364,399,364,1659,-100,-95,-100,96,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,"Setting new Return-To-Home altitude to 90m (295 ft). Data Recorder File Index is 18. Setting new Maximum Flight Altitude to 120m (394 ft)"
400,2023-10-09 18:35:04,38.4981393609695,-112.064412116973,0,,,9820.0178910122,0.656168,0,0.008255085566,0.0250465559196,17,5,0,9820.0178910122,0,0,0.008255085566,0,0,0,312.8, 5.8, 0.8,0,0,364,406,364,1656,-100,-94,-100,96,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
500,2023-10-09 18:35:04,38.498139362529,-112.064412126398,0,,,9820.0178910122,0.656168,0,0.0056476051676,0.0277972121756,17,5,0,9820.0178910122,0,0,0.008255085566,0,0,0,312.8, 5.8, 0.8,0,0,364,408,364,1656,-100,-93,-100,96,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
600,2023-10-09 18:35:04,38.4981393626306,-112.064412258126,0,,,9820.0178910122,0.656168,0,0.0320819235988,0.065411091332,17,5,0,9820.0178910122,0,0,0.0320819235988,0,0,0,312.8, 5.9, 0.9,0,0,364,476,443,1517,-100,-83,-88,75,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
700,2023-10-09 18:35:04,38.4981393651553,-112.064412278432,0,,,9820.0178910122,0.656168,0,0.037914699376,0.071282154512,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.8, 5.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
800,2023-10-09 18:35:04,38.4981393642769,-112.064412240584,0,,,9820.0178910122,0.656168,0,0.0271068906312,0.082093834648,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.8, 5.8, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
900,2023-10-09 18:35:04,38.4981393648393,-112.064412252661,0,,,9820.0178910122,0.656168,0,0.030561352684,0.085548559168,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.9, 5.8, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1000,2023-10-09 18:35:04,38.4981393629442,-112.064412217577,0,,,9820.0178910122,0.656168,0,0.02052001378,0.095590226156,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,313, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1100,2023-10-09 18:35:04,38.4981393631526,-112.064412222693,0,,,9820.0178910122,0.656168,0,0.0219828419108,0.097053152712,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.8, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1200,2023-10-09 18:35:04,38.4981393551885,-112.064412195,0,,,9820.0178910122,0.656168,0,0.0141332681688,0.105477693664,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.7, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1300,2023-10-09 18:35:04,38.4981393573398,-112.064412199307,0,,,9820.0178910122,0.656168,0,0.0152919624316,0.106936683212,17,5,0,9820.0178910122,0,0,0.037914699376,0,0,0,312.8, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1400,2023-10-09 18:35:05,38.4981393584447,-112.064412340949,0,,,9820.0178910122,0.656168,0,0.055714896796,0.147383206816,17,5,0,9820.0178910122,0,0,0.055714896796,0,0,0,312.9, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1500,2023-10-09 18:35:05,38.4981393577743,-112.064412357872,0,,,9820.0178910122,0.656168,0,0.060549214536,0.152221461564,17,5,0,9820.0178910122,0,0,0.060549214536,0,0,0,312.9, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1600,2023-10-09 18:35:05,38.4981393511424,-112.064412182897,0,,,9820.0178910122,0.656168,0,0.0110303809304,0.20224246054,17,5,0,9820.0178910122,0,0,0.060549214536,0,0,0,312.8, 5.9, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1700,2023-10-09 18:35:05,38.4981393505065,-112.064412184164,0,,,9820.0178910122,0.656168,0,0.0114433730696,0.20267225058,17,5,0,9820.0178910122,0,0,0.060549214536,0,0,0,312.8, 6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
1800,2023-10-09 18:35:05,38.4981393627589,-112.064412335671,0,,,9820.0178910122,0.656168,0,0.054217849504,0.246164049872,17,5,0,9820.0178910122,0,0,0.060549214536,0,0,0,312.8, 6, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,3.965,3.973,3.977,3.971,3.986,3.982,0,32,9820.0178910122,0,41,Motors_Started,
