UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b
2024/04/09T15:39:59z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,32,36,970.36,nan,36704,0,29,0,2,2,0,2,2,8,8,279,64.8,18.8,4,0,0,0,1,1,0,1,1,4,4,144,48,10,0,0
2024/04/09T15:40:07z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,32,36,970.36,0.04,36616,0,37,0,0.67,0.67,0,0.67,0.67,3,3,184,48.67,9.33,0,0,0,0.6,1,1,0.6,1,1,4,4,194.4,62.8,12,0,0
2024/04/09T15:40:15z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,32,36,970.32,0.04,36616,0,45,0,0,0,0,0,0,0,0,170,47.33,7.33,0,0,0,0,1,1,0,1,1,4,4,214.8,66.4,10.8,0,0
2024/04/09T15:40:23z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,32,36,970.33,0.04,36616,0,53,0,0,0,0,0,0,0,0,178.5,48.5,6,0,0,0,0.5,2,2,0.5,2,2,8,8,279,79,11,2,0
2024/04/09T15:40:31z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,36,970.29,0.04,36616,0,61,0,1,2,0,1,2,4,4,237,57.6,14,2,2,2,1,2,2,1,2,2,8,8,276,78,10,2,0
2024/04/09T15:40:39z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.32,0.04,36616,0,69,0,1,3,0,1,3,4,4,316.2,64.8,17.2,2,2,2,1,2,2,1,2,2,8,8,284,80.67,10,2,0
2024/04/09T15:40:47z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.29,0.04,36616,0,77,1,1,1,1,1,1,4,4,363,80,14,0,0,0,1,2.4,2.4,1,2.4,2.4,10,10,307.2,87.2,12.8,2,0
2024/04/09T15:40:55z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.29,0.04,36616,0,85,1,1.67,1.67,1,1.67,1.67,7,7,379,88,16.67,0,0,0,1,2.4,2.4,1,2.4,2.4,10,10,272.4,80.8,16.8,0.8,0
2024/04/09T15:41:03z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.28,0.04,36616,0,93,1,2,2,1,2,2,8,8,372,88.8,17.6,2,0,0,1,3,4,1,3,4,13,13,310.5,91.5,21.5,4,2
2024/04/09T15:41:11z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.34,0.04,36616,0,101,1,2,2.5,1,2,2.5,8,8,274.5,75.5,20,2.5,0.5,0.5,1,3,5,1,3,5,13,13,363,106,19,5,2
2024/04/09T15:41:42z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.37,nan,36704,0,30,1,1.2,1.2,1,1.2,1.2,5,5,403.8,81,12,0,0,0,1,2,3,1,2,3,8,8,318,82,14,4,2
2024/04/09T15:41:50z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.35,0.04,36616,0,38,1,1.75,1.75,1,1.75,1.75,7,7,555,92.5,15.5,0,0,0,1,1.8,1.8,1,1.8,1.8,7,7,318,83.2,10,2,0
2024/04/09T15:41:58z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.34,0.04,36616,0,46,1,1.5,1.5,1,1.5,1.5,6,6,559.5,94,13,0,0,0,0.6,1.6,1.6,0.6,1.6,1.6,7,7,349.2,93.6,14.4,2,0
2024/04/09T15:42:06z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.35,0.03,36616,0,54,1,1,1,1,1,1,4,4,375,72.5,9.5,0,0,0,1,1,1,1,1,1,4,4,288,78,14,0,0
2024/04/09T15:42:14z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.4,0.04,36616,0,62,1,1,1,1,1,1,4,4,408.6,85.8,5.2,0,0,0,1,2,2,1,2,2,8,8,342,96,18,0,0
2024/04/09T15:42:22z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.46,0.04,36616,0,70,1,1,1,1,1,1,4,4,365.25,80,5.5,0,0,0,1,1,1,1,1,1,4,4,318,88,14,0,0
2024/04/09T15:42:30z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.46,0.04,36616,0,78,1,1,1,1,1,1,4,4,431,91.33,9.33,0,0,0,1,1,1,1,1,1,4,4,351.6,82.4,12,0,0
2024/04/09T15:42:38z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.49,0.04,36616,0,86,1,1,1,1,1,1,4,4,411,86,12,0,0,0,1,1,3,1,1,3,4,4,352.8,80,13.6,2,2
2024/04/09T15:42:46z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.35,0.04,36616,0,94,1,2,2,1,2,2,8,8,321,85.8,22,2,0,0,1,2,5,1,2,5,8,8,357,82,17,6.5,4
2024/04/09T15:42:54z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.45,0.04,36616,0,102,1,2,2,1,2,2,8,8,320.4,84,18,2,0,0,1,2,4.5,1,2,4.5,8,8,312,81,21,7,3
2024/04/09T15:43:24z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.44,nan,36704,0,29,1,2,2,1,2,2,8,8,479.4,103.4,15.6,2,0,0,0,0,0,0,0,0,0,0,300,62,20,0,0
2024/04/09T15:43:32z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,31,34,970.41,0.04,36616,0,37,1,2,2,1,2,2,8,8,354,79.5,14,2,0,0,0,0,1,0,0,1,0,0,357.6,70.4,18,2,0
2024/04/09T15:43:40z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,31,34,970.4,0.04,36616,0,45,1,2.5,2.5,1,2.5,2.5,10,10,391.5,95.5,17,3,0,0,0.25,0.25,2,0.25,0.25,2,1,1,391.5,71.5,10,3.5,1.5
2024/04/09T15:43:48z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,31,34,970.43,0.04,36616,0,53,1,2,2.5,1,2,2.5,8,8,407.25,108,18.5,2.5,0.5,0.5,1,2,4.5,1,2,4.5,8,8,387,94,15,5,4
2024/04/09T15:43:56z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,66,31,35,970.46,0.03,36616,0,61,1,2,3.6,1,2,3.6,8,8,321,91.4,15.6,4,2,2,1,2,4.67,1,2,4.67,8,8,346,94.67,21.33,4,4
2024/04/09T15:44:04z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,36,970.4,0.04,36616,0,69,1,1.25,3,1,1.25,3,5,5,245.25,72.25,11,4,2,2,1,3,5,1,3,5,13,13,348,98,28,6,4
2024/04/09T15:44:12z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,36,970.45,0.03,36616,0,77,1,1.33,3,1,1.33,3,6,6,315,84.67,18,2,2,2,0.4,1.4,1.8,0.4,1.4,1.8,6,6,313.2,85.2,18.8,2.8,0.8
2024/04/09T15:44:20z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.39,0.04,36616,0,85,1,2,3,1,2,3,8,8,327,90,18,2,2,2,0,2,2,0,2,2,8,8,396,100,17,6,0
2024/04/09T15:44:28z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.48,0.04,36616,0,93,1,2,3,1,2,3,8,8,364.8,93.6,18.8,2,2,2,0,1,1,0,1,1,4,4,360,96,16,4,0
2024/04/09T15:44:36z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,36,970.45,0.03,36616,0,101,1,1,1.8,1,1,1.8,4,4,348.6,84.4,9.2,0.8,0.8,0.8,0,2,2,0,2,2,8,8,384,102,22,4,0
2024/04/09T15:45:05z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,43,31,14,949.29,nan,36704,0,29,1,2.6,4,1,2.6,4,11,11,349.2,92.2,17.2,7.6,2,2,0,0,0,0,0,0,0,0,282,74,10,0,0
2024/04/09T15:45:13z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.38,0.04,36616,0,37,1.75,2,2,1.75,2,2,8,8,489,115,17.5,0.5,0,0,0,1,1,0,1,1,4,4,336,92.8,14.4,2,0
2024/04/09T15:45:21z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.4,0.03,36616,0,45,2,2.5,2.5,2,2.5,2.5,10,10,534,125.5,18,0,0,0,0,1.6,1.6,0,1.6,1.6,7,7,410.4,102.8,19.2,2,0
2024/04/09T15:45:29z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.43,0.03,36616,0,53,2,2,2,2,2,2,8,8,469.5,114.5,16,0,0,0,1,2.5,2.5,1,2.5,2.5,10,10,453,107,22,1,0
2024/04/09T15:45:37z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,31,36,970.42,0.04,36616,0,61,2,2,2,2,2,2,8,8,513.6,115.8,12.8,0,0,0,1,2,2.5,1,2,2.5,8,8,447,102,18,1,1
2024/04/09T15:45:45z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.38,0.03,36616,0,69,0.25,1,1,0.25,1,1,4,4,265.5,66,8,0,0,0,1,1.25,3,1,1.25,3,5,5,412.5,93.5,12.5,2,2
2024/04/09T15:45:53z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.48,0.03,36616,0,77,0.33,1.33,1.33,0.33,1.33,1.33,6,6,351,72.33,14,0,0,0,1,1,3,1,1,3,4,4,408,101,15,2,2
2024/04/09T15:46:01z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.44,0.03,36616,0,85,1,2,2,1,2,2,8,8,477,85,14,0,0,0,1,1,1,1,1,1,4,4,296.4,76.4,14,0,0
2024/04/09T15:46:09z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,31,35,970.43,0.03,36616,0,93,1,2,2,1,2,2,8,8,457.8,94.6,17.2,0,0,0,0,0.33,0.33,0,0.33,0.33,1,1,264,60,10,0,0
2024/04/09T15:46:17z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.39,0.03,36616,0,101,1,2,2,1,2,2,8,8,556.2,109.8,12.8,0,0,0,0,0.5,0.5,0,0.5,0.5,2,2,240,54,8,0,0
2024/04/09T15:46:47z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.46,nan,36704,0,29,0.8,1,1,0.8,1,1,4,4,381.6,93.6,5.6,0,0,0,1,2,2,1,2,2,8,8,312,86,18,2,0
2024/04/09T15:46:55z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.38,0.04,36616,0,37,0,1,2.25,0,1,2.25,4,4,298.5,65,11.5,2,2,2,0.4,1.4,1.4,0.4,1.4,1.4,6,6,338.4,98.4,14,0,0
2024/04/09T15:47:03z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.48,0.03,36616,0,45,0.5,1,3,0.5,1,3,4,4,378,78,14,2,2,2,1,1,1,1,1,1,4,4,340.8,93.6,6,0,0
2024/04/09T15:47:11z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.41,0.03,36616,0,53,0.75,1,3,0.75,1,3,4,4,381.75,77.5,17.5,2,2,2,1,2,2,1,2,2,8,8,393,100,13,2,0
2024/04/09T15:47:19z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,67,30,35,970.43,0.03,36616,0,61,1,1,2.6,1,1,2.6,4,4,321.6,71.2,17.6,1.6,1.6,1.6,1,2,2,1,2,2,8,8,378,93,15,2,0
2024/04/09T15:47:27z,10:52:1c:41:8c:3b,7.02,2.0+OPENLOG+31037 MB+DS3231+BME280+PMSX003-B+PMSX003-A,68,30,36,970.46,0.03,36616,0,69,0,1,1,0,1,1,4,4,216.75,56,16,2,0,0,1,2,2,1,2,2,8,8,369,91,16,2,0
