time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-08 20:10:20,38.4982387396596,-112.064407799126,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9821.4885019517,0.656168,0,0,0,21,5,0,9821.4885019517,0,0,0,0,0,0,91.4, 0.9, 1.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
100,2023-10-08 20:10:20,38.4982387484288,-112.064407819132,0,,,9821.4885019517,0.656168,0,0.0065475395796,0.0065475395796,21,5,0,9821.4885019517,0,0,0.0065475395796,0,0,0,91.4, 0.9, 1.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
200,2023-10-08 20:10:20,38.4982387315281,-112.064407779755,0,,,9821.4885019517,0.656168,0,0.0062766078124,0.0193711292288,21,5,0,9821.4885019517,0,0,0.0065475395796,0,0,0,91.4, 0.9, 1.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
300,2023-10-08 20:10:20,38.4982387381882,-112.064407795648,0,,,9821.4885019517,0.656168,0,0.00112900922248,0.0245187343804,21,5,0,9821.4885019517,0,0,0.0065475395796,0,0,0,91.4, 0.9, 1.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
400,2023-10-08 20:10:20,38.4982387245147,-112.064407764462,0,,,9821.4885019517,0.656168,0,0.0113359911764,0.034725722896,21,5,0,9821.4885019517,0,0,0.0113359911764,0,0,0,91.3, 0.9, 1.7,0,0,377,364,364,1684,-98,-100,-100,100,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
500,2023-10-08 20:10:20,38.4982387293861,-112.064407774724,0,,,9821.4885019517,0.656168,0,0.007912073744,0.03815288836,21,5,0,9821.4885019517,0,0,0.0113359911764,0,0,0,91.3, 0.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
600,2023-10-08 20:10:20,38.4982388803377,-112.064407751153,0,,,9821.4885019517,0.656168,0,0.053122705112,0.093637142104,21,5,0,9821.4885019517,0,0,0.053122705112,0,0,0,91.3, 0.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
700,2023-10-08 20:10:20,38.4982388982372,-112.064407752994,0,,,9821.4885019517,0.656168,0,0.059337600324,0.100188979584,21,5,0,9821.4885019517,0,0,0.059337600324,0,0,0,91.3, 0.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 31. Setting new Maximum Flight Altitude to 500m (1640 ft)"
800,2023-10-08 20:10:20,38.4982388687299,-112.064407902802,0,,,9821.4885019517,0.656168,0,0.05562336136,0.144299217216,21,5,0,9821.4885019517,0,0,0.059337600324,0,0,0,91.3, 0.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
900,2023-10-08 20:10:20,38.4982388832951,-112.06440791709,0,,,9821.4885019517,0.656168,0,0.062296918004,0.15099902058,21,5,0,9821.4885019517,0,0,0.062296918004,0,0,0,91.7, 0.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
1000,2023-10-08 20:10:21,38.4982388520311,-112.064407875452,0,,,9821.4885019517,0.656168,0,0.046431431932,0.16747539906,21,5,0,9821.4885019517,0,0,0.062296918004,0,0,0,91.6, 0.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
1100,2023-10-08 20:10:21,38.4982388631172,-112.064407887443,0,,,9821.4885019517,0.656168,0,0.05162237698,0.172774611828,21,5,0,9821.4885019517,0,0,0.062296918004,0,0,0,91.4, 0.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,98,,,,,,,0,32,9821.4885019517,0,41,Motors_Started,
