time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,,38.4981390034157,-112.064368252442,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9818.9421665683,0.656168,0,0,0,17,5,0,9818.9421665683,0,0,0,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,6,P-GPS,
100,2023-10-09 20:53:30,38.4981389414593,-112.064368248674,0,,,9818.9421665683,0.656168,0,0.0226303484932,0.0226303484932,17,5,0,9818.9421665683,0,0,0.0226303484932,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
200,2023-10-09 20:53:30,38.4981389670531,-112.064368252339,0,,,9818.9421665683,0.656168,0,0.01326689675,0.0320267070616,17,5,0,9818.9421665683,0,0,0.0226303484932,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 40. Setting new Maximum Flight Altitude to 500m (1640 ft)"
300,2023-10-09 20:53:30,38.4981390709257,-112.064368248186,0,,,9818.9421665683,0.656168,0,0.024660925986,0.069942915624,17,5,0,9818.9421665683,0,0,0.024660925986,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
400,2023-10-09 20:53:31,38.4981391048065,-112.064368251718,0,,,9818.9421665683,0.656168,0,0.03699311142,0.082345475076,17,5,0,9818.9421665683,0,0,0.03699311142,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
500,2023-10-09 20:53:31,38.4981390382338,-112.064368248492,0,,,9818.9421665683,0.656168,0,0.0127533140564,0.1066519063,17,5,0,9818.9421665683,0,0,0.03699311142,0,0,0,144.8, -8.6, -0.6,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
600,2023-10-09 20:53:31,38.4981390637551,-112.064368250189,0,,,9818.9421665683,0.656168,0,0.0220241804948,0.11597605358,17,5,0,9818.9421665683,0,0,0.03699311142,0,0,0,144.8, -8.6, -0.6,0,0,417,364,520,1648,-92,-100,-76,95,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
700,2023-10-09 20:53:31,38.4981391724533,-112.064368247334,0,,,9818.9421665683,0.656168,0,0.061690618772,0.1556430496,17,5,0,9818.9421665683,0,0,0.061690618772,0,0,0,144.8, -8.6, -0.7,0,0,913,1024,1024,1024,-17,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
800,2023-10-09 20:53:31,38.4981392020578,-112.064368245466,0,,,9818.9421665683,0.656168,0,0.07250164274,0.166457354408,17,5,0,9818.9421665683,0,0,0.07250164274,0,0,0,144.7, -8.7, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
900,2023-10-09 20:53:31,38.4981391427008,-112.064368241381,0,,,9818.9421665683,0.656168,0,0.050916012128,0.188145019144,17,5,0,9818.9421665683,0,0,0.07250164274,0,0,0,144.9, -8.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
1000,2023-10-09 20:53:31,38.4981391662163,-112.064368243639,0,,,9818.9421665683,0.656168,0,0.059450789304,0.19674869396,17,5,0,9818.9421665683,0,0,0.07250164274,0,0,0,145.1, -8.7, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
1100,2023-10-09 20:53:31,38.4981392718299,-112.06436824039,0,,,9818.9421665683,0.656168,0,0.097991144868,0.235292986532,17,5,0,9818.9421665683,0,0,0.097991144868,0,0,0,145, -8.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
1200,2023-10-09 20:53:31,38.4981393074115,-112.064368238364,0,,,9818.9421665683,0.656168,0,0.110985567856,0.248287737604,17,5,0,9818.9421665683,0,0,0.110985567856,0,0,0,144.8, -8.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
1300,2023-10-09 20:53:31,38.498139225912,-112.064368242245,0,,,9818.9421665683,0.656168,0,0.081229989476,0.278043315984,17,5,0,9818.9421665683,0,0,0.110985567856,0,0,0,144.8, -8.6, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
1400,2023-10-09 20:53:32,38.4981392500873,-112.064368242425,0,,,9818.9421665683,0.656168,0,0.090043309968,0.286863854324,17,5,0,9818.9421665683,0,0,0.110985567856,0,0,0,144.8, -8.7, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,,,,,,,0,32,9818.9421665683,0,41,Motors_Started,
