time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-08 19:39:18,38.4982399476723,-112.064398515894,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9821.3763638247,0.656168,0,0,0,23,5,0,9821.3763638247,0,0,0,0,0,0,54.8, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
100,2023-10-08 19:39:18,38.4982399633048,-112.06439847451,0,,,9821.3763638247,0.656168,0,0.0131214571128,0.0131214571128,23,5,0,9821.3763638247,0,0,0.0131214571128,0,0,0,54.9, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
200,2023-10-08 19:39:18,38.4982399575157,-112.064398488621,0,,,9821.3763638247,0.656168,0,0.0085760173348,0.0176707354736,23,5,0,9821.3763638247,0,0,0.0131214571128,0,0,0,54.9, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
300,2023-10-08 19:39:18,38.498239819483,-112.064398452474,0,,,9821.3763638247,0.656168,0,0.050153216828,0.069078742368,23,5,0,9821.3763638247,0,0,0.050153216828,0,0,0,54.9, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
400,2023-10-08 19:39:18,38.4982398011585,-112.06439846129,0,,,9821.3763638247,0.656168,0,0.055683072648,0.076222771468,23,5,0,9821.3763638247,0,0,0.055683072648,0,0,0,54.9, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
500,2023-10-08 19:39:18,38.498239831567,-112.064398589017,0,,,9821.3763638247,0.656168,0,0.047227035632,0.114344163764,23,5,0,9821.3763638247,0,0,0.055683072648,0,0,0,54.9, -6, 2.7,0,0,364,364,364,1684,-100,-100,-100,100,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
600,2023-10-08 19:39:18,38.4982398174009,-112.064398606442,0,,,9821.3763638247,0.656168,0,0.054106629028,0.121518376592,23,5,0,9821.3763638247,0,0,0.055683072648,0,0,0,54.8, -6, 2.7,0,0,490,590,655,1024,-81,-66,-56,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
700,2023-10-08 19:39:18,38.4982398445178,-112.064398573207,0,,,9821.3763638247,0.656168,0,0.04104002756,0.135227694616,23,5,0,9821.3763638247,0,0,0.055683072648,0,0,0,54.8, -6, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
800,2023-10-08 19:39:19,38.4982398348805,-112.064398585251,0,,,9821.3763638247,0.656168,0,0.0456692928,0.14014600186,23,5,0,9821.3763638247,0,0,0.055683072648,0,0,0,54.9, -6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
900,2023-10-08 19:39:19,38.4982398543624,-112.064398710677,0,,,9821.3763638247,0.656168,0,0.065210632008,0.176658798304,23,5,0,9821.3763638247,0,0,0.065210632008,0,0,0,55.2, -6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 29. Setting new Maximum Flight Altitude to 500m (1640 ft)"
1000,2023-10-08 19:39:19,38.4982398451398,-112.064398740899,0,,,9821.3763638247,0.656168,0,0.07434547482,0.185921265792,23,5,0,9821.3763638247,0,0,0.07434547482,0,0,0,54.9, -6, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
1100,2023-10-08 19:39:19,38.4982398709872,-112.06439870943,0,,,9821.3763638247,0.656168,0,0.061941274948,0.198947184844,23,5,0,9821.3763638247,0,0,0.07434547482,0,0,0,54.8, -6.1, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
1200,2023-10-08 19:39:19,38.4982398678694,-112.06439872932,0,,,9821.3763638247,0.656168,0,0.067540028408,0.204739507864,23,5,0,9821.3763638247,0,0,0.07434547482,0,0,0,54.7, -6.1, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
1300,2023-10-08 19:39:19,38.4982398791563,-112.064398691902,0,,,9821.3763638247,0.656168,0,0.056131235392,0.216189967548,23,5,0,9821.3763638247,0,0,0.07434547482,0,0,0,54.7, -6, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
1400,2023-10-08 19:39:19,38.4982398798176,-112.064398708379,0,,,9821.3763638247,0.656168,0,0.060280841824,0.220901253788,23,5,0,9821.3763638247,0,0,0.07434547482,0,0,0,54.7, -6.1, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,100,,,,,,,0,32,9821.3763638247,0,41,Motors_Started,
