time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2023-10-09 18:33:47,38.4981531316441,-112.064387015156,0,Available with any HD 360 subscription,Available with any HD 360 subscription,9819.6854818808,0.656168,0,0,0,18,5,0,9819.6854818808,0,0,0,0,0,0,149.1, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,6,P-GPS,
100,2023-10-09 18:33:47,38.4981531180948,-112.064387006358,0,,,9819.6854818808,0.656168,0,0.0055452101512,0.0055452101512,18,5,0,9819.6854818808,0,0,0.0055452101512,0,0,0,149.1, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
200,2023-10-09 18:33:47,38.4981531437804,-112.064387024802,0,,,9819.6854818808,0.656168,0,0.0052146983296,0.0162950792616,18,5,0,9819.6854818808,0,0,0.0055452101512,0,0,0,149.1, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
300,2023-10-09 18:33:47,38.4981531323529,-112.064387017736,0,,,9819.6854818808,0.656168,0,0.00078079398824,0.0209269691736,18,5,0,9819.6854818808,0,0,0.0055452101512,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
400,2023-10-09 18:33:47,38.49815315125,-112.064387032708,0,,,9819.6854818808,0.656168,0,0.0087342194396,0.0290394038164,18,5,0,9819.6854818808,0,0,0.0087342194396,0,0,0,149, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
500,2023-10-09 18:33:47,38.4981531420397,-112.064387028932,0,,,9819.6854818808,0.656168,0,0.0054642718284,0.0325685377876,18,5,0,9819.6854818808,0,0,0.0087342194396,0,0,0,149, -8.5, -2,0,0,707,690,639,1517,-48,-51,-58,75,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
600,2023-10-09 18:33:47,38.4981531630229,-112.06438704056,0,,,9819.6854818808,0.656168,0,0.0135532156568,0.040913387136,18,5,0,9819.6854818808,0,0,0.0135532156568,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
700,2023-10-09 18:33:48,38.498153153627,-112.064387037135,0,,,9819.6854818808,0.656168,0,0.0101841210608,0.044478019796,19,5,0,9819.6854818808,0,0,0.0135532156568,0,0,0,149.1, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,"Setting new Return-To-Home altitude to 61m (200 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 500m (1640 ft)"
800,2023-10-09 18:33:48,38.4981533326801,-112.064387048941,0,,,9819.6854818808,0.656168,0,0.07397966116,0.109892391968,19,5,0,9819.6854818808,0,0,0.07397966116,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
900,2023-10-09 18:33:48,38.4981533397418,-112.064387046674,0,,,9819.6854818808,0.656168,0,0.076455711108,0.112548888116,19,5,0,9819.6854818808,0,0,0.076455711108,0,0,0,149, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1000,2023-10-09 18:33:48,38.4981531731992,-112.064386889666,0,,,9819.6854818808,0.656168,0,0.038908137728,0.18806102964,19,5,0,9819.6854818808,0,0,0.076455711108,0,0,0,149, -8.5, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1100,2023-10-09 18:33:48,38.4981531642159,-112.064386877252,0,,,9819.6854818808,0.656168,0,0.041131234912,0.1928887857,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.5, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1200,2023-10-09 18:33:48,38.4981531663512,-112.064386910077,0,,,9819.6854818808,0.656168,0,0.032566930176,0.202293969728,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1300,2023-10-09 18:33:48,38.4981531588928,-112.064386902576,0,,,9819.6854818808,0.656168,0,0.03364829504,0.205756896348,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1400,2023-10-09 18:33:48,38.4981531467287,-112.06438693779,0,,,9819.6854818808,0.656168,0,0.0227663065028,0.216747710348,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1500,2023-10-09 18:33:48,38.4981531388839,-112.064386932357,0,,,9819.6854818808,0.656168,0,0.0237894036484,0.22000328788,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1600,2023-10-09 18:33:49,38.4981531735519,-112.064386932442,0,,,9819.6854818808,0.656168,0,0.0281353683544,0.232651910332,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.5, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1700,2023-10-09 18:33:49,38.4981531701247,-112.064386924667,0,,,9819.6854818808,0.656168,0,0.0294063001536,0.23520013876,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.6, -2,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1800,2023-10-09 18:33:49,38.4981531938895,-112.06438692847,0,,,9819.6854818808,0.656168,0,0.033592192676,0.243938328016,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.6, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
1900,2023-10-09 18:33:49,38.4981531954139,-112.064386920804,0,,,9819.6854818808,0.656168,0,0.035597114,0.246196858272,19,5,26.087,9819.6854818808,0,0,0.076455711108,0,0,0,149.1, -8.5, -2.1,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,99,4.349,4.351,4.351,4.35,4.34,4.346,0,32,9819.6854818808,0,41,Motors_Started,
